# Timestamp: 2024-04-09 17:39:09.334154
# Target Ontology: http://www.ebi.ac.uk/efo/releases/v3.62.0/efo.owl
# text2term version: 4.1.2
# Minimum Score: 0.00
# Mapper: tfidf
# Base IRIs: ('http://www.ebi.ac.uk/efo/', 'http://purl.obolibrary.org/obo/MONDO', 'http://purl.obolibrary.org/obo/HP', 'http://www.orpha.net/ORDO', 'http://purl.obolibrary.org/obo/DOID')
# Max Mappings: 1
# Term Type: OntologyTermType.CLASS
# Deprecated Terms Excluded
# Unmapped Terms Excluded
# Of 899 entries, 899 were mapped to 750 unique terms
Source Term ID,Source Term,Mapped Term Label,Mapped Term CURIE,Mapped Term IRI,Mapping Score,Tags
cg9GRrFivn,Lactose intolerance,lactose intolerance,EFO:1000062,http://www.ebi.ac.uk/efo/EFO_1000062,0.995,None
nnjqbQgpVV,Thyroiditis,thyroiditis,MONDO:0004126,http://purl.obolibrary.org/obo/MONDO_0004126,0.991,None
izkRGhMeNg,Acute pancreatitis,acute pancreatitis,EFO:1000652,http://www.ebi.ac.uk/efo/EFO_1000652,0.993,None
U7vnj86BMT,Acanthosis nigricans,acanthosis nigricans,EFO:1000660,http://www.ebi.ac.uk/efo/EFO_1000660,0.993,None
K9qUMRxYsL,Allergic contact dermatitis,allergic contact dermatitis,EFO:1000668,http://www.ebi.ac.uk/efo/EFO_1000668,0.993,None
53dYiXP7yo,Cholesteatoma of middle ear,cholesteatoma of middle ear,EFO:1000678,http://www.ebi.ac.uk/efo/EFO_1000678,0.995,None
87YREuQ7UT,Erythema multiforme,erythema multiforme,EFO:1000694,http://www.ebi.ac.uk/efo/EFO_1000694,0.993,None
eB5xGRqEzD,Hyperhidrosis,Hyperhidrosis,HP:0000975,http://purl.obolibrary.org/obo/HP_0000975,0.99,None
7QoZmmVkV5,Impetigo,impetigo,EFO:1000714,http://www.ebi.ac.uk/efo/EFO_1000714,0.991,None
zBFtwc3fr8,Irritant contact dermatitis,irritant dermatitis,EFO:1000718,http://www.ebi.ac.uk/efo/EFO_1000718,0.986,None
vZWyoUCbgj,Lichen planus,lichen planus,EFO:1000726,http://www.ebi.ac.uk/efo/EFO_1000726,0.998,None
XH3ZC23HGR,Parapsoriasis,parapsoriasis,EFO:1000747,http://www.ebi.ac.uk/efo/EFO_1000747,0.992,None
v7gyd3si7o,Pemphigus,pemphigus,EFO:1000749,http://www.ebi.ac.uk/efo/EFO_1000749,0.996,None
pSpq4Yk9e9,Pityriasis rosea,pityriasis rosea,EFO:1000756,http://www.ebi.ac.uk/efo/EFO_1000756,0.995,None
EcTyfZB3LN,Rosacea,rosacea,EFO:1000760,http://www.ebi.ac.uk/efo/EFO_1000760,0.994,None
D6nmgNa4L8,Seborrhoeic dermatitis,seborrheic dermatitis,EFO:1000764,http://www.ebi.ac.uk/efo/EFO_1000764,0.992,None
ube3Ag33hB,Atrophic disorders of skin,skin atrophy,EFO:1000766,http://www.ebi.ac.uk/efo/EFO_1000766,0.868,None
uZCx7b89yw,Coxarthrosis,"osteoarthritis, hip",EFO:1000786,http://www.ebi.ac.uk/efo/EFO_1000786,0.986,None
HonGm9Mq2R,Coalworker s pneumoconiosis,anthracosis,EFO:1000814,http://www.ebi.ac.uk/efo/EFO_1000814,0.796,None
ggk5eoizZN,Ascorbic acid deficiency,ascorbic acid deficiency,EFO:1000822,http://www.ebi.ac.uk/efo/EFO_1000822,0.99,None
XmrdY2xamE,Bacterial meningitis,bacterial meningitis,EFO:1000831,http://www.ebi.ac.uk/efo/EFO_1000831,0.991,None
h8Tpw5WdmR,Dysplasia of cervix uteri,dysplasia of cervix,EFO:1000910,http://www.ebi.ac.uk/efo/EFO_1000910,0.99,None
bJXVJewHYC,Habitual aborter,habitual abortion,EFO:1000954,http://www.ebi.ac.uk/efo/EFO_1000954,0.994,None
J3rjb8ADdq,Other rickettsioses,rickettsiosis,EFO:1001162,http://www.ebi.ac.uk/efo/EFO_1001162,0.889,None
jd39qTJRRs,Secondary parkinsonism,secondary Parkinson disease,EFO:1001175,http://www.ebi.ac.uk/efo/EFO_1001175,0.997,None
XYDPcg4oRs,Viral meningitis,viral meningitis,EFO:1001236,http://www.ebi.ac.uk/efo/EFO_1001236,0.988,None
qkCNnikw6Y,Vitamin A deficiency,vitamin A deficiency,EFO:1001237,http://www.ebi.ac.uk/efo/EFO_1001237,0.995,None
4jg7kADKxL,Spontaneous abortion,spontaneous abortion,EFO:1001255,http://www.ebi.ac.uk/efo/EFO_1001255,0.998,None
mqFEoz2e6y,Unspecified renal colic,renal colic,EFO:1001412,http://www.ebi.ac.uk/efo/EFO_1001412,0.999,None
9pmsmF7RX2,Taeniasis,Taeniasis,EFO:1001433,http://www.ebi.ac.uk/efo/EFO_1001433,0.997,None
6sopNAjo5n,Synovitis and tenosynovitis,tenosynovitis,EFO:1001435,http://www.ebi.ac.uk/efo/EFO_1001435,0.949,None
EWXtQpQzza,Schistosomiasis,schistosomiasis,EFO:1001475,http://www.ebi.ac.uk/efo/EFO_1001475,0.98,None
JWwk55ogHP,Unspecified abortion,abortion,EFO:1001491,http://www.ebi.ac.uk/efo/EFO_1001491,0.999,None
oyLfP7hxRN,Femoral hernia,femoral hernia,EFO:1001791,http://www.ebi.ac.uk/efo/EFO_1001791,0.993,None
NF6iWxt7BX,Ventral hernia,ventral hernia,EFO:1001866,http://www.ebi.ac.uk/efo/EFO_1001866,0.989,None
oFU4ZqqNWM,Amyloidosis,amyloidosis,EFO:1001875,http://www.ebi.ac.uk/efo/EFO_1001875,0.997,None
yuqJES9UyN,Cicatricial alopecia,cicatricial alopecia,EFO:1002028,http://www.ebi.ac.uk/efo/EFO_1002028,0.997,None
xm9dvbZ7F4,Other disorders of nervous system,nervous system disease,EFO:0000618,http://www.ebi.ac.uk/efo/EFO_0000618,0.95,None
adRB3JnxNr,Polyuria,Polyuria,HP:0000103,http://purl.obolibrary.org/obo/HP_0000103,0.988,None
CWSv4AWUqs,Pruritus,Pruritus,HP:0000989,http://purl.obolibrary.org/obo/HP_0000989,0.997,None
QmdUF2UHA5,Nausea and vomiting,Nausea and vomiting,HP:0002017,http://purl.obolibrary.org/obo/HP_0002017,0.941,None
fKbNWz3LhP,Peptic ulcer site unspecified,Peptic ulcer,HP:0004398,http://purl.obolibrary.org/obo/HP_0004398,0.82,None
6eSyohamPK,Erythema nodosum,Erythema nodosum,HP:0012219,http://purl.obolibrary.org/obo/HP_0012219,0.995,None
7qJKvrMkPo,Oesophagitis,Esophagitis,HP:0100633,http://purl.obolibrary.org/obo/HP_0100633,0.99,None
WZM589XFrA,Common variable immunodeficiency,common variable immunodeficiency,MONDO:0015517,http://purl.obolibrary.org/obo/MONDO_0015517,0.992,None
nToHW4TJbw,Adrenogenital disorders,adrenogenital syndrome,MONDO:0015898,http://purl.obolibrary.org/obo/MONDO_0015898,0.95,None
E2tXoxeTaN,Sickle cell disorders,sickle cell anemia,MONDO:0011382,http://purl.obolibrary.org/obo/MONDO_0011382,0.829,None
dmwJF4oTuW,Congenital malformations of great veins,developmental defect during embryogenesis,MONDO:0019755,http://purl.obolibrary.org/obo/MONDO_0019755,0.641,None
MRw2DvRTxr,Huntington s disease,Huntington disease,MONDO:0007739,http://purl.obolibrary.org/obo/MONDO_0007739,0.992,None
RF6oqLHscP,Cystic fibrosis,cystic fibrosis,MONDO:0009061,http://purl.obolibrary.org/obo/MONDO_0009061,0.997,None
vJQtNF3g8U,Hypertrichosis,hypertrichosis,MONDO:0019280,http://purl.obolibrary.org/obo/MONDO_0019280,0.993,None
r4LQ7QWKup,Sarcoidosis,sarcoidosis,MONDO:0019338,http://purl.obolibrary.org/obo/MONDO_0019338,0.989,None
ssjbsxwfjD,Turner s syndrome,Turner syndrome,MONDO:0019499,http://purl.obolibrary.org/obo/MONDO_0019499,0.964,None
SwMGbqEBuu,Congenital malformations of great arteries,congenital anomaly of the great arteries,MONDO:0020292,http://purl.obolibrary.org/obo/MONDO_0020292,0.724,None
PvNt2NYZtp,Hereditary factor VIII deficiency,hemophilia A,MONDO:0010602,http://purl.obolibrary.org/obo/MONDO_0010602,0.993,None
yEB5vpVU8Y,Hereditary factor IX deficiency,hemophilia B,MONDO:0010604,http://purl.obolibrary.org/obo/MONDO_0010604,0.992,None
8VX82anjBZ,Keratitis,keratitis,EFO:0009449,http://www.ebi.ac.uk/efo/EFO_0009449,0.991,None
aCbYzqL5bp,Conjunctivitis,conjunctivitis,EFO:0009450,http://www.ebi.ac.uk/efo/EFO_0009450,0.996,None
vwW8gEu5SM,Hypoparathyroidism,hypoparathyroidism,EFO:0009451,http://www.ebi.ac.uk/efo/EFO_0009451,0.996,None
X8Qpfb8Ydj,Hyperaldosteronism,hyperaldosteronism,EFO:0009452,http://www.ebi.ac.uk/efo/EFO_0009452,0.997,None
nb5q5Tjffn,Hemiplegia,hemiplegia,EFO:0009453,http://www.ebi.ac.uk/efo/EFO_0009453,0.991,None
BgHPET5PYm,Gastric ulcer,gastric ulcer,EFO:0009454,http://www.ebi.ac.uk/efo/EFO_0009454,0.984,None
UocKMYJBxQ,Disorders of lacrimal system,lacrimal apparatus disease,EFO:0009455,http://www.ebi.ac.uk/efo/EFO_0009455,0.953,None
CHa2e5qTKt,Exfoliative dermatitis,exfoliative dermatitis,EFO:0009456,http://www.ebi.ac.uk/efo/EFO_0009456,0.987,None
tcWFoxvLpm,Apocrine sweat disorders,apocrine sweat gland disease,EFO:1002046,http://www.ebi.ac.uk/efo/EFO_1002046,0.891,None
N6yMDQ8H4H,Spotted fever,spotted fever,EFO:1002047,http://www.ebi.ac.uk/efo/EFO_1002047,0.996,None
xZzBkzULyL,Unspecified nephritic syndrome,nephrotic syndrome,EFO:0004255,http://www.ebi.ac.uk/efo/EFO_0004255,0.779,None
ALmCGS9VMc,Facial nerve disorders,facial nerve disease,EFO:1002051,http://www.ebi.ac.uk/efo/EFO_1002051,0.939,None
zHh2F5jmTS,Essential primary hypertension,essential hypertension,MONDO:0001134,http://purl.obolibrary.org/obo/MONDO_0001134,0.83,None
etUrbBpKme,Unspecified jaundice,Jaundice,HP:0000952,http://purl.obolibrary.org/obo/HP_0000952,0.995,None
ZBCfXviHJi,Iridocyclitis,Iridocyclitis,HP:0001094,http://purl.obolibrary.org/obo/HP_0001094,0.991,None
VxMHJ4p7R6,Hepatic failure,Hepatic failure,HP:0001399,http://purl.obolibrary.org/obo/HP_0001399,0.994,None
rYGd9udKmx,Umbilical hernia,Umbilical hernia,HP:0001537,http://purl.obolibrary.org/obo/HP_0001537,0.987,None
jsJiyXo4K9,Polyhydramnios,Polyhydramnios,HP:0001561,http://purl.obolibrary.org/obo/HP_0001561,0.983,None
yhazKRwPoL,cardiac arrest,cardiac arrest,EFO:0009492,http://www.ebi.ac.uk/efo/EFO_0009492,0.997,None
EhnXyy7kfL,Abnormality of red blood cells,Abnormal erythrocyte morphology,HP:0001877,http://purl.obolibrary.org/obo/HP_0001877,0.994,None
9Cr2ctCwNv,Hypothermia,Hypothermia,HP:0002045,http://purl.obolibrary.org/obo/HP_0002045,0.996,None
jqhEGKaQa2,Lymphadenopathy,Lymphadenopathy,HP:0002716,http://purl.obolibrary.org/obo/HP_0002716,0.989,None
bKKP8K9N5W,Abnormal findings in cerebrospinal fluid,Abnormal cerebrospinal fluid morphology,HP:0002921,http://purl.obolibrary.org/obo/HP_0002921,0.766,None
dDm7vJyDMB,Glycosuria,Glycosuria,HP:0003076,http://purl.obolibrary.org/obo/HP_0003076,0.988,None
8aNomSb2TB,Abnormality of glycoprotein metabolism,glycoprotein metabolism disease,MONDO:0045010,http://purl.obolibrary.org/obo/MONDO_0045010,0.789,None
9zCPNX6kDu,Abnormality of glycosaminoglycan metabolism,Abnormality of glycosaminoglycan metabolism,HP:0004371,http://purl.obolibrary.org/obo/HP_0004371,0.993,None
FS7nWkWBLD,Congenital septal defect,heart septal defect,MONDO:0002078,http://purl.obolibrary.org/obo/MONDO_0002078,0.996,None
EwA3DrgHwf,Paroxysmal tachycardia,paroxysmal tachycardia,EFO:0009493,http://www.ebi.ac.uk/efo/EFO_0009493,0.991,None
aBvfbLRWV9,Congenital malformations of anterior segment of eye,Abnormal anterior eye segment morphology,HP:0004328,http://purl.obolibrary.org/obo/HP_0004328,0.617,None
Pod6iFJF5w,Gynecomastia,Gynecomastia,HP:0000771,http://purl.obolibrary.org/obo/HP_0000771,0.989,None
Ws5JSEcqDc,Polydactyly,polydactyly,MONDO:0021003,http://purl.obolibrary.org/obo/MONDO_0021003,0.996,None
J2S5Q7M2sX,Mixed and other personality disorders,personality disorder,MONDO:0002028,http://purl.obolibrary.org/obo/MONDO_0002028,0.774,None
hRru3JBBCk,Acquired pure red cell aplasia,Pure red cell aplasia,HP:0012410,http://purl.obolibrary.org/obo/HP_0012410,0.992,None
bDYiKtA5sJ,Chorioretinitis,chorioretinitis,MONDO:0004674,http://purl.obolibrary.org/obo/MONDO_0004674,0.992,None
bLs7udbpDZ,Congenital malformations of larynx,developmental defect during embryogenesis,MONDO:0019755,http://purl.obolibrary.org/obo/MONDO_0019755,0.715,None
bzvZXnAA6Q,Portal vein thrombosis,Portal vein thrombosis,HP:0030242,http://purl.obolibrary.org/obo/HP_0030242,0.988,None
CzUjgfJR3p,Other congenital malformations of ear,congenital heart malformation,EFO:0005269,http://www.ebi.ac.uk/efo/EFO_0005269,0.791,None
UPsY4t3mBp,Eclampsia,Eclampsia,HP:0100601,http://purl.obolibrary.org/obo/HP_0100601,0.993,None
8mvNQyyjdK,Other mosquito borne viral fevers,viral encephalitis,EFO:0007538,http://www.ebi.ac.uk/efo/EFO_0007538,0.636,None
U6ZYuJfhCj,Fistulae involving female genital tract,female genital tract fistula,EFO:0009524,http://www.ebi.ac.uk/efo/EFO_0009524,0.759,None
Z2Kr354f5E,Multiple gestation,multiple gestation,EFO:0009576,http://www.ebi.ac.uk/efo/EFO_0009576,0.997,None
JkKGdUUT8x,Postpartum haemorrhage,postpartum hemorrhage,EFO:0009579,http://www.ebi.ac.uk/efo/EFO_0009579,0.987,None
ryuoqF83BB,Retained placenta and membranes without haemorrhage,peptic ulcer disease,MONDO:0004247,http://purl.obolibrary.org/obo/MONDO_0004247,0.492,None
4BmTAtyHgB,Faecal incontinence,fecal incontinence,EFO:0009523,http://www.ebi.ac.uk/efo/EFO_0009523,0.99,None
RQ9LXMAGpm,Disturbances of skin sensation,disturbance of skin sensation,EFO:0009522,http://www.ebi.ac.uk/efo/EFO_0009522,0.937,None
3SagjFMRGs,Abnormal results of function studies,abnormal result of function studies,EFO:0009628,http://www.ebi.ac.uk/efo/EFO_0009628,0.923,None
n7u2fHP5i6,Injury of heart,heart injury,EFO:0009506,http://www.ebi.ac.uk/efo/EFO_0009506,0.963,None
bWFmBZshWY,Fractures involving multiple body regions,multiple bone fractures,EFO:0009513,http://www.ebi.ac.uk/efo/EFO_0009513,0.991,None
fVuE4Biscf,Fracture of upper limb level unspecified,upper extremity fracture,EFO:0009514,http://www.ebi.ac.uk/efo/EFO_0009514,0.862,None
4Qy5ebfzfJ,Fracture of lower limb level unspecified,lower extremity fracture,EFO:0009512,http://www.ebi.ac.uk/efo/EFO_0009512,0.86,None
6LxBgD8Uqn,Other injuries of lower limb level unspecified,Lower limb pain,HP:0012514,http://purl.obolibrary.org/obo/HP_0012514,0.571,None
meKLjqpmeL,Foreign body in alimentary tract,foreign body in gastrointestinal tract,EFO:0009526,http://www.ebi.ac.uk/efo/EFO_0009526,0.974,None
oMmL6m8yn2,Burns classified according to extent of body surface involved,body surface area,EFO:0022196,http://www.ebi.ac.uk/efo/EFO_0022196,0.448,None
rxLZNt97jG,Unspecified fall,fall,EFO:0009631,http://www.ebi.ac.uk/efo/EFO_0009631,0.989,None
dRETjkgc82,Routine general health check up of defined subpopulation,checkup,EFO:0009517,http://www.ebi.ac.uk/efo/EFO_0009517,0.431,None
huqSrthVFx,Contraceptive management,contraception,EFO:0009520,http://www.ebi.ac.uk/efo/EFO_0009520,0.98,None
mmEY5y36MQ,Prophylactic surgery,prophylactic surgery,EFO:0009580,http://www.ebi.ac.uk/efo/EFO_0009580,0.99,None
uL3UTmuot7,Care involving use of rehabilitation procedures,rehabilitation,EFO:0009581,http://www.ebi.ac.uk/efo/EFO_0009581,0.566,None
nL7tpGX2Zj,Disorders of mineral metabolism,mineral metabolism disease,EFO:0009556,http://www.ebi.ac.uk/efo/EFO_0009556,0.958,None
GUPtA9HCVS,Other disorders of cornea,corneal disease,EFO:0009464,http://www.ebi.ac.uk/efo/EFO_0009464,0.936,None
4HywpKVeWc,uremia,uremia,EFO:1001226,http://www.ebi.ac.uk/efo/EFO_1001226,0.97,None
Whivf53yiz,Oesophageal varices,esophageal varices,EFO:0009545,http://www.ebi.ac.uk/efo/EFO_0009545,0.882,None
pmAuukB7yU,Disorders of autonomic nervous system,autonomic nervous system disease,EFO:0009532,http://www.ebi.ac.uk/efo/EFO_0009532,0.961,None
828587enHs,marasmus,marasmus,EFO:1001033,http://www.ebi.ac.uk/efo/EFO_1001033,0.983,None
HyTifXVJBH,Inflammatory disease of uterus except cervix,uterine inflammatory disease,EFO:0009572,http://www.ebi.ac.uk/efo/EFO_0009572,0.745,None
8evRiSASoJ,Disorders of trigeminal nerve,trigeminal nerve disease,EFO:0009569,http://www.ebi.ac.uk/efo/EFO_0009569,0.957,None
Xki9KoxYBQ,Pulmonary valve disorders,pulmonary valve disease,EFO:0009564,http://www.ebi.ac.uk/efo/EFO_0009564,0.96,None
xV2KortyHs,Other disorders of tympanic membrane,tympanic membrane disease,EFO:0009570,http://www.ebi.ac.uk/efo/EFO_0009570,0.956,None
XYfAeUCQfq,Other diseases of oesophagus,esophageal disease,EFO:0009544,http://www.ebi.ac.uk/efo/EFO_0009544,0.94,None
StqvvsvRgu,Other inflammation of eyelid,blepharitis,EFO:0009536,http://www.ebi.ac.uk/efo/EFO_0009536,0.997,None
2SPBDJMd9Z,Otitis externa,otitis externa,EFO:0009560,http://www.ebi.ac.uk/efo/EFO_0009560,0.994,None
G5NkvyL9vo,Other diseases of biliary tract,biliary tract disease,EFO:0009534,http://www.ebi.ac.uk/efo/EFO_0009534,0.922,None
Z5YnrhxMyB,Haemorrhoids,hemorrhoid,EFO:0009552,http://www.ebi.ac.uk/efo/EFO_0009552,0.993,None
TqbjVbSXjZ,HIV disease resulting in malignant neoplasms,cancer,MONDO:0004992,http://purl.obolibrary.org/obo/MONDO_0004992,0.725,None
fMQ9vDXxaV,Anaemia due to enzyme disorders,anemia due to enzyme disorder,EFO:0009529,http://www.ebi.ac.uk/efo/EFO_0009529,0.848,None
RyLqqkxkrn,Other disorders of peritoneum,disease of peritoneum,EFO:0009541,http://www.ebi.ac.uk/efo/EFO_0009541,0.944,None
hfK23vsjfd,Other headache syndromes,Headache,HP:0002315,http://purl.obolibrary.org/obo/HP_0002315,0.721,None
mCMLHykbah,Unspecified intestinal parasitism,parasitic intestinal disease,EFO:0009561,http://www.ebi.ac.uk/efo/EFO_0009561,0.817,None
u4F5annsth,Nerve root and plexus disorders,nerve plexus disease,EFO:0009559,http://www.ebi.ac.uk/efo/EFO_0009559,0.797,None
c2NCyfiJU8,Other diseases of appendix,disorder of appendix,EFO:0009542,http://www.ebi.ac.uk/efo/EFO_0009542,0.944,None
YiFed6aZaB,Small kidney of unknown cause,small kidney,EFO:0009471,http://www.ebi.ac.uk/efo/EFO_0009471,0.694,None
mRSJRV32dH,Perforation of tympanic membrane,tympanic membrane perforation,EFO:0009472,http://www.ebi.ac.uk/efo/EFO_0009472,0.979,None
vCjgGUpcEX,Other spirochaetal infections,Spirochaetales Infections,EFO:0009567,http://www.ebi.ac.uk/efo/EFO_0009567,0.912,None
PZpmj6ggfo,Disturbances of smell and taste,disturbances of sensation of smell and taste,EFO:0009543,http://www.ebi.ac.uk/efo/EFO_0009543,0.902,None
ufrYLRpAjE,Other diseases of jaws,jaw disease,EFO:0009468,http://www.ebi.ac.uk/efo/EFO_0009468,0.605,None
E2DMfVpRtX,Diseases of Bartholin s gland,Bartholin gland disease,EFO:0009469,http://www.ebi.ac.uk/efo/EFO_0009469,0.931,None
uSpcQFDSmH,Waist circumference,waist circumference,EFO:0004342,http://www.ebi.ac.uk/efo/EFO_0004342,0.991,None
LrqSdbjxnL,Hip circumference,hip circumference,EFO:0005093,http://www.ebi.ac.uk/efo/EFO_0005093,0.993,None
2py4exb5bp,Standing height,body height,EFO:0004339,http://www.ebi.ac.uk/efo/EFO_0004339,0.706,None
r94D83yvYU,Sleep duration,sleep duration,EFO:0005271,http://www.ebi.ac.uk/efo/EFO_0005271,0.993,None
3uJWRJofuy,Morning/evening person (chronotype),chronotype measurement,EFO:0008328,http://www.ebi.ac.uk/efo/EFO_0008328,0.485,None
mxCqnBRwLY,Sleeplessness / insomnia,insomnia,EFO:0004698,http://www.ebi.ac.uk/efo/EFO_0004698,0.557,None
4T72oo99QL,Snoring,Snoring,HP:0025267,http://purl.obolibrary.org/obo/HP_0025267,0.991,None
pbu3grQhAp,Alcohol intake frequency.,bowel opening frequency,EFO:0600084,http://www.ebi.ac.uk/efo/EFO_0600084,0.56,None
z7iXy7mCfT,Mood swings,Emotional lability,HP:0000712,http://purl.obolibrary.org/obo/HP_0000712,0.994,None
8Gd7JLkBPD,Irritability,Irritability,HP:0000737,http://purl.obolibrary.org/obo/HP_0000737,0.984,None
Tf6w4Bafka,"Loneliness, isolation",loneliness measurement,EFO:0007865,http://www.ebi.ac.uk/efo/EFO_0007865,0.642,None
yS74VmxrnV,Frequency of tiredness / lethargy in last 2 weeks,Fatigue,HP:0012378,http://purl.obolibrary.org/obo/HP_0012378,0.495,None
DWsR5rv6di,Hearing difficulty/problems with background noise,Urinary hesitancy,HP:0000019,http://purl.obolibrary.org/obo/HP_0000019,0.466,None
ezkVjsLhY9,Chest pain or discomfort,Chest pain,HP:0100749,http://purl.obolibrary.org/obo/HP_0100749,0.665,None
ADt6jk9twB,Relative age voice broke,age at voice drop,EFO:0007888,http://www.ebi.ac.uk/efo/EFO_0007888,0.52,None
UHHXYoUnX3,Age when periods started (menarche),age at menarche,EFO:0004703,http://www.ebi.ac.uk/efo/EFO_0004703,0.548,None
uYoQ5LFQGG,Had menopause,menopause,EFO:0003922,http://www.ebi.ac.uk/efo/EFO_0003922,0.827,None
sinF9jX88v,Forced vital capacity (FVC),vital capacity,EFO:0004312,http://www.ebi.ac.uk/efo/EFO_0004312,0.889,None
un8iQ9WmfN,Length of menstrual cycle,menstrual cycle measurement,EFO:0007786,http://www.ebi.ac.uk/efo/EFO_0007786,0.732,None
LRwgeog6uw,Stomach/abdominal pain for 3+ months,Abdominal pain,HP:0002027,http://purl.obolibrary.org/obo/HP_0002027,0.666,None
N7vrquapo3,Gestational diabetes only,gestational diabetes,EFO:0004593,http://www.ebi.ac.uk/efo/EFO_0004593,0.994,None
3axyJn8bd4,"Diastolic blood pressure, automated reading",diastolic blood pressure,EFO:0006336,http://www.ebi.ac.uk/efo/EFO_0006336,0.747,None
Wr6Ry7kPpU,"Systolic blood pressure, automated reading",systolic blood pressure,EFO:0006335,http://www.ebi.ac.uk/efo/EFO_0006335,0.744,None
8wzSi9rSow,Pulse rate,heart rate,EFO:0004326,http://www.ebi.ac.uk/efo/EFO_0004326,0.986,None
LmSHnueaMZ,Maximum heart rate during fitness test,resting heart rate,EFO:0004351,http://www.ebi.ac.uk/efo/EFO_0004351,0.445,None
jJkm6gKT3C,Fluid intelligence score,intelligence,EFO:0004337,http://www.ebi.ac.uk/efo/EFO_0004337,0.703,None
ioAJqA5u2P,Birth weight,birth weight,EFO:0004344,http://www.ebi.ac.uk/efo/EFO_0004344,0.994,None
DJosHUjFQX,Bipolar disorder status,bipolar disorder,MONDO:0004985,http://purl.obolibrary.org/obo/MONDO_0004985,0.807,None
sYKjdTzL7B,Neuroticism score,neurotic disorder,EFO:0004257,http://www.ebi.ac.uk/efo/EFO_0004257,0.822,None
wpN7eNBspF,"Forced vital capacity (FVC), Best measure",vital capacity,EFO:0004312,http://www.ebi.ac.uk/efo/EFO_0004312,0.744,None
it8UnnQ9M3,Body mass index (BMI),body mass index,EFO:0004340,http://www.ebi.ac.uk/efo/EFO_0004340,0.839,None
Un3w4a3oXq,Weight,body weight,EFO:0004338,http://www.ebi.ac.uk/efo/EFO_0004338,0.999,None
Y5hh9LRgek,Pulse wave Arterial Stiffness index,arterial stiffness measurement,EFO:0004517,http://www.ebi.ac.uk/efo/EFO_0004517,0.718,None
KENh6JHgUR,hayfever or allergic rhinitis,allergic rhinitis,EFO:0005854,http://www.ebi.ac.uk/efo/EFO_0005854,0.79,None
BPiKM2XUVG,asthma,asthma,MONDO:0004979,http://purl.obolibrary.org/obo/MONDO_0004979,0.991,None
SHyLKcxTAJ,emphysema,emphysema,EFO:0000464,http://www.ebi.ac.uk/efo/EFO_0000464,0.994,None
VFPz3MhMiG,chronic bronchitis,chronic bronchitis,EFO:0006505,http://www.ebi.ac.uk/efo/EFO_0006505,0.995,None
r4ePcP4TJF,COPD (chronic obstructive pulmonary disease),chronic obstructive pulmonary disease,EFO:0000341,http://www.ebi.ac.uk/efo/EFO_0000341,0.98,None
dETDrRCaUN,sarcoidosis,sarcoidosis,MONDO:0019338,http://purl.obolibrary.org/obo/MONDO_0019338,0.989,None
QAaR9xGNEh,bronchiectasis,Bronchiectasis,HP:0002110,http://purl.obolibrary.org/obo/HP_0002110,0.994,None
3VrocK8qLF,idiopathic pulmonary fibrosis,idiopathic pulmonary fibrosis,EFO:0000768,http://www.ebi.ac.uk/efo/EFO_0000768,0.995,None
4DRaAeLuGW,tuberculosis,tuberculosis,MONDO:0018076,http://purl.obolibrary.org/obo/MONDO_0018076,0.992,None
uQwzP3r6Jn,Body fat percentage,body fat percentage,EFO:0007800,http://www.ebi.ac.uk/efo/EFO_0007800,0.992,None
aHV2pBBN9k,Whole body fat mass,fat body mass,EFO:0005409,http://www.ebi.ac.uk/efo/EFO_0005409,0.813,None
JKxrotGnRj,Whole body fat-free mass,fat body mass,EFO:0005409,http://www.ebi.ac.uk/efo/EFO_0005409,0.699,None
8jvioXQcPX,Basal metabolic rate,base metabolic rate measurement,EFO:0007777,http://www.ebi.ac.uk/efo/EFO_0007777,0.901,None
c52wbDxmxf,Potassium in urine,urinary potassium measurement,EFO:0010952,http://www.ebi.ac.uk/efo/EFO_0010952,0.884,None
6T7jwoYPtb,Sodium in urine,urinary sodium measurement,EFO:0021522,http://www.ebi.ac.uk/efo/EFO_0021522,0.962,None
XpBBWX6xk7,Age at death,age at death,EFO:0005056,http://www.ebi.ac.uk/efo/EFO_0005056,0.993,None
cMsjqpAxyp,cancer of lip/mouth/pharynx/oral cavity,lip and oral cavity carcinoma,MONDO:0023644,http://purl.obolibrary.org/obo/MONDO_0023644,0.7,None
PkCFSuCSez,rectal cancer,rectum cancer,EFO:1000657,http://www.ebi.ac.uk/efo/EFO_1000657,0.996,None
wfHjsT4asQ,lymphoma,lymphoma,EFO:0000574,http://www.ebi.ac.uk/efo/EFO_0000574,0.995,None
gL7UCyqGf9,leukaemia,Acute Leukemia,EFO:1000068,http://www.ebi.ac.uk/efo/EFO_1000068,0.772,None
LjjzScZLZu,multiple myeloma,multiple myeloma,EFO:0001378,http://www.ebi.ac.uk/efo/EFO_0001378,0.996,None
2jES5jqLaT,hodgkins lymphoma / hodgkins disease,Hodgkins lymphoma,EFO:0000183,http://www.ebi.ac.uk/efo/EFO_0000183,0.946,None
2XM3bL7szz,non-hodgkins lymphoma,Hodgkins lymphoma,EFO:0000183,http://www.ebi.ac.uk/efo/EFO_0000183,0.922,None
eQw4iMJxBx,chronic lymphocytic,chronic lymphocytic leukemia,EFO:0000095,http://www.ebi.ac.uk/efo/EFO_0000095,0.83,None
