Source Term ID	Source Term	TEXT2TERM_MAPPING	TEXT2TERM_MAPPING_LABEL	MAPPING	MAPPING_LABEL	CATEGORY	IS_DISEASE	IS_MEASUREMENT	IS_PHENOTYPE	IS_AMOUNT	IS_PROCESS			Total	
CLAYbPGAKk	Histoplasmosis	EFO:0007310	histoplasmosis	EFO:0007310	histoplasmosis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
K22YqVCeZ9	Infectious mononucleosis	EFO:0007326	infectious mononucleosis	EFO:0007326	infectious mononucleosis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
4RFmpxUqzx	Leptospirosis	EFO:0007344	leptospirosis	EFO:0007344	leptospirosis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
E6oTPGumBn	Listeriosis	EFO:0007347	listeriosis	EFO:0007347	listeriosis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
KKcE6cxg4j	Miliary tuberculosis	EFO:0007368	miliary tuberculosis	EFO:0007368	miliary tuberculosis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
3yS4EctkZw	Myiasis	EFO:0007389	myiasis	EFO:0007389	myiasis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
JqnZWGz6Y2	Optic neuritis	EFO:0007405	optic neuritis	EFO:0007405	optic neuritis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
9uc5wJXRdc	Placenta praevia	EFO:0007442	placenta praevia	EFO:0007442	placenta praevia	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
KsA7Lm4dQ9	Plasmodium falciparum malaria	EFO:0007444	Plasmodium falciparum malaria	EFO:0007444	Plasmodium falciparum malaria	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
DbdsAcqPjr	Plasmodium vivax malaria	EFO:0007445	Plasmodium vivax malaria	EFO:0007445	Plasmodium vivax malaria	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
CN8TZ2PHCt	Acute poliomyelitis	EFO:0007450	poliomyelitis	EFO:0007450	poliomyelitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
5YHEoTEUf6	Scarlet fever	EFO:0007477	scarlet fever	EFO:0007477	scarlet fever	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
HgiQKS4aTo	Strongyloidiasis	EFO:0007501	strongyloidiasis	EFO:0007501	strongyloidiasis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
3VcRXygHZo	Suppurative and unspecified otitis media	EFO:0007503	suppurative otitis media	EFO:0007503	suppurative otitis media	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
3DnqBPdfQ7	other syphilis	EFO:0007504	syphilis	EFO:0007504	syphilis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
HLcKx5Hn93	Toxoplasmosis	EFO:0007517	toxoplasmosis	EFO:0007517	toxoplasmosis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
6WCMMaLzT6	Yaws	EFO:0007548	yaws	EFO:0007548	yaws	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
J5wmjdKkj8	Status epilepticus	EFO:0008526	status epilepticus	EFO:0008526	status epilepticus	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
8FFtJR659J	Fracture of femur	EFO:0008553	femur fracture	EFO:0008553	femur fracture	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
7yxHuVgBWh	Diaphragmatic hernia	EFO:0008561	diaphragmatic hernia	EFO:0008561	diaphragmatic hernia	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
GN2qLX37WU	Niacin deficiency	EFO:0008570	Vitamin B3 deficiency	EFO:0008570	vitamin B3 deficiency	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
w427dhaKDH	Gangrene	EFO:0008574	gangrene	EFO:0008574	gangrene	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
4jg3XY7psu	Acute myocardial infarction	EFO:0008583	acute myocardial infarction	EFO:0008583	acute myocardial infarction	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
9s8CaUYgkA	Subsequent myocardial infarction	EFO:0000612	myocardial infarction	EFO:0008584	Subsequent ST elevation (STEMI) and non-ST elevation (NSTEMI) myocardian infarction	More General	TRUE	FALSE	FALSE	FALSE	FALSE				
JsUDNiv6Ye	Peritonitis	EFO:0008588	peritonitis	EFO:0008588	peritonitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
KcdpqmRFed	Diseases of spleen	EFO:0009002	splenic disease	EFO:0009002	splenic disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
5Ra4LzLaSm	Typhus fever	EFO:0009117	typhus	EFO:0009117	typhus	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
4q5oEGTXrT	Other diseases of intestine	EFO:0009431	intestinal disease	EFO:0009431	intestinal disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
tUHJjJsY63	Fibroblastic disorders	EFO:0009432	fibroblastic disorder	EFO:0009432	fibroblastic disorder	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
8dELo3ssGX	Unspecified acute lower respiratory infection	HP:0002783	Recurrent lower respiratory tract infections	EFO:0009433	lower respiratory tract disease	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE				
KgYMCpzsQ4	Other ill defined and unspecified causes of mortality	EFO:0004352	mortality	EFO:0009434	death by undetermined cause	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE				
37Zj7qAdBd	Cystitis	EFO:1000025	cystitis	EFO:1000025	cystitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
DmvQmMrmE4	Lactose intolerance	EFO:1000062	lactose intolerance	EFO:1000062	lactose intolerance	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
EPqjTZCXgM	Thyroiditis	EFO:1000627	thyroid disease	EFO:1000627	thyroid disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
FggVY6x4Hd	Acute pancreatitis	EFO:1000652	acute pancreatitis	EFO:1000652	acute pancreatitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
9ez8WroWqQ	Acanthosis nigricans	EFO:1000660	acanthosis nigricans	EFO:1000660	acanthosis nigricans	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
Agvh48GWqT	Allergic contact dermatitis	EFO:1000668	allergic contact dermatitis	EFO:1000668	allergic contact dermatitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
eqyByX6Hvc	Cholesteatoma of middle ear	EFO:1000678	cholesteatoma of middle ear	EFO:1000678	cholesteatoma of middle ear	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
9D4Q2i4UW4	Erythema multiforme	EFO:1000694	erythema multiforme	EFO:1000694	erythema multiforme	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
5KunEGL7GN	Hyperhidrosis	HP:0000975	Hyperhidrosis	EFO:1000712	hypohidrosis	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE				
LbrbQwhhEe	Impetigo	EFO:1000714	impetigo	EFO:1000714	impetigo	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
HuGNCveTc9	Irritant contact dermatitis	EFO:1000718	irritant dermatitis	EFO:1000718	irritant dermatitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
FUdT5WXmEQ	Lichen planus	EFO:1000726	lichen planus	EFO:1000726	lichen planus	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
GetoFfAxzF	Parapsoriasis	EFO:1000747	parapsoriasis	EFO:1000747	parapsoriasis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
CU3TJS4WRz	Pemphigus	EFO:1000749	pemphigus	EFO:1000749	pemphigus	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
KYHvXk7oJB	Pityriasis rosea	EFO:1000756	pityriasis rosea	EFO:1000756	pityriasis rosea	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
G2EUR9TfZH	Rosacea	EFO:1000760	rosacea	EFO:1000760	rosacea	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
AaGzeHmqGE	Seborrhoeic dermatitis	EFO:1000764	seborrheic dermatitis	EFO:1000764	seborrheic dermatitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
6r6S3Q92uc	Atrophic disorders of skin	EFO:1000766	skin atrophy	EFO:1000766	skin atrophy	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
4BzinFbXG6	Coxarthrosis	EFO:1000786	"osteoarthritis, hip"	EFO:1000786	"osteoarthritis, hip"	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
7jU4FaYZjJ	Coalworker s pneumoconiosis	EFO:1000814	anthracosis	EFO:1000814	anthracosis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
JHX84Mr5Aj	Ascorbic acid deficiency	EFO:1001169	scurvy	EFO:1000822	ascorbic acid deficiency	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE				
FBwxyLkNqE	Bacterial meningitis	EFO:1000831	bacterial meningitis	EFO:1000831	bacterial meningitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
AV9NRhao7f	Dysplasia of cervix uteri	EFO:1000910	dysplasia of cervix	EFO:1000910	dysplasia of cervix	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
Etqe4iEMMU	Habitual aborter	EFO:1000954	habitual abortion	EFO:1000954	habitual abortion	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
3MexedhLRA	Other rickettsioses	EFO:1001162	rickettsiosis	EFO:1001162	rickettsiosis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
89Jk5wVW6Z	Secondary parkinsonism	EFO:1001175	secondary Parkinson disease	EFO:1001175	secondary Parkinson disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
DQpqSqXVim	Viral meningitis	EFO:1001236	viral meningitis	EFO:1001236	viral meningitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
EJmX8jMKhP	Vitamin A deficiency	EFO:1001237	vitamin A deficiency	EFO:1001237	vitamin A deficiency	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
9EPkvqqT4s	Spontaneous abortion	EFO:1001255	spontaneous abortion	EFO:1001255	spontaneous abortion	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
oq87zWxk9m	Unspecified renal colic	EFO:1001412	renal colic	EFO:1001412	renal colic	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
98YqUr2rrH	Taeniasis	EFO:1001433	Taeniasis	EFO:1001433	taeniasis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
GeCZST2Sok	Synovitis and tenosynovitis	EFO:1001435	tenosynovitis	EFO:1001435	tenosynovitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
3SeCFSYqj6	Schistosomiasis	EFO:1001475	schistosomiasis	EFO:1001475	schistosomiasis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
HiFXPfXsMj	Unspecified abortion	EFO:1001491	abortion	EFO:1001491	abortion	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
AhPiQ2VYci	Femoral hernia	EFO:1001791	femoral hernia	EFO:1001791	femoral hernia	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
FTNLMXNYaY	Ventral hernia	EFO:1001866	ventral hernia	EFO:1001866	ventral hernia	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
KVk7kpHTLZ	Amyloidosis	EFO:1001875	amyloidosis	EFO:1001875	amyloidosis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
HvvQjxQGtR	Cicatricial alopecia	HP:0004552	Scarring alopecia of scalp	EFO:1002028	cicatrical alopecia	Sibling	TRUE	FALSE	FALSE	FALSE	FALSE				
78PaUuEzSC	Other disorders of nervous system	EFO:0000618	nervous system disease	EFO:0000618	nervous system disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
5DnimqToYg	Polyuria	HP:0000103	Polyuria	HP:0000103	polyuria	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
4aLMhmfRJB	Pruritus	HP:0000989	Pruritus	HP:0000989	prutitus	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
GiWZDbvZr2	Nausea and vomiting	HP:0002017	Nausea and vomiting	HP:0002017	nausea and vomiting	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
PHhKJwEHxs	Peptic ulcer site unspecified	MONDO:0004247	peptic ulcer disease	HP:0004398	peptic ulcer	Unrelated	FALSE	FALSE	TRUE	FALSE	FALSE				
6piv2nQsem	Erythema nodosum	HP:0012219	Erythema nodosum	HP:0012219	erythema nodosum	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
4iqyxwgnQF	Oesophagitis	HP:0100633	Esophagitis	HP:0100633	esophagitis	Same	TRUE	FALSE	TRUE	FALSE	FALSE				
38mP2T9DzK	Common variable immunodeficiency	MONDO:0015517	common variable immunodeficiency	ORPHANET.ORDO:1572	common variable immunodeficiency	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
6WVERvAPFb	Adrenogenital disorders	MONDO:0015898	adrenogenital syndrome	ORPHANET.ORDO:181412	adrenogenital syndrome	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
5txtyEE992	Sickle cell disorders	MONDO:0011382	sickle cell anemia	ORPHANET.ORDO:232	sickle cell anemia	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
KUihMLT97s	Congenital malformations of great veins	MONDO:0019755	developmental defect during embryogenesis	ORPHANET.ORDO:363189	congenital anomaly of the great veins	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
Cj7j74v78S	Huntington s disease	MONDO:0007739	Huntington disease	ORPHANET.ORDO:399	Huntington disease	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
AfVSKHhV9e	Cystic fibrosis	MONDO:0009061	cystic fibrosis	ORPHANET.ORDO:586	cystic fibrosis	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
BUq3YPM5z8	Hypertrichosis	MONDO:0019280	hypertrichosis	ORPHANET.ORDO:79365	Hypertrichosis	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
7DEEpzSLB8	Sarcoidosis	MONDO:0019338	sarcoidosis	ORPHANET.ORDO:797	sarcoidosis	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
s2QqYPXcYC	Turner s syndrome	MONDO:0019499	Turner syndrome	ORPHANET.ORDO:881	Turner syndrome	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
58hDrj65KN	Congenital malformations of great arteries	MONDO:0020292	congenital anomaly of the great arteries	ORPHANET.ORDO:98724	congenital anomaly of the great arteries	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
KkiEGqCJt3	Hereditary factor VIII deficiency	MONDO:0010602	hemophilia A	ORPHANET.ORDO:98878	hemophilia A	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
5Qs2UQvwBm	Hereditary factor IX deficiency	MONDO:0010604	hemophilia B	ORPHANET.ORDO:98879	hemophilia B	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
37uaVxoFy4	Keratitis	EFO:0009449	keratitis	EFO:0009449	keratitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
5B4mVVGoub	Conjunctivitis	EFO:0009450	conjunctivitis	EFO:0009450	conjunctivitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
6NMBVrCKQw	Hypoparathyroidism	EFO:0009451	hypoparathyroidism	EFO:0009451	hypoparathyroidism	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
CALZ57e3jU	Hyperaldosteronism	EFO:0009452	hyperaldosteronism	EFO:0009452	hyperaldosteonism	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
6iT9VePHKV	Hemiplegia	EFO:0009453	hemiplegia	EFO:0009453	hemiplagia	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
JK3EUbYDpw	Gastric ulcer	EFO:0009454	gastric ulcer	EFO:0009454	gastric ulcer	Same	TRUE	FALSE	TRUE	FALSE	FALSE				
HzJyMhC7aH	Disorders of lacrimal system	EFO:0009455	lacrimal apparatus disease	EFO:0009455	lacrimal apparatus disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
EYfmzYHF6V	Exfoliative dermatitis	EFO:0009456	exfoliative dermatitis	EFO:0009456	exfoliative dermatitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
CqYpz6NhKk	Apocrine sweat disorders	EFO:1002046	apocrine sweat gland disease	EFO:1002046	apocrine sweat gland disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
3VXz2p5QTM	Spotted fever	EFO:1002047	spotted fever	EFO:1002047	spotted fever	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
GxKQ2NLjKo	Unspecified nephritic syndrome	EFO:0004255	nephrotic syndrome	EFO:1002050	nephritis	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE				
ECHAeBYmnT	Facial nerve disorders	EFO:1002051	facial nerve disease	EFO:1002051	facial nerve disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
4sDvVn4Zry	Essential primary hypertension	MONDO:0001134	essential hypertension	EFO:1002032	primary hypertension	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
6wpMB6pJv9	Unspecified jaundice	HP:0000952	Jaundice	HP:0000952	jaundice	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
J2ADHF9TBV	Iridocyclitis	HP:0001094	Iridocyclitis	HP:0001094	iridocyclitis	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
BEePNyZwK9	Hepatic failure	MONDO:0100192	liver failure	HP:0001399	hepatic failure	Unrelated	FALSE	FALSE	TRUE	FALSE	FALSE				
DNsQnHyUMi	Umbilical hernia	HP:0001537	Umbilical hernia	HP:0001537	umbilical hernia	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
AJLtEHvAf3	Polyhydramnios	HP:0001561	Polyhydramnios	HP:0001561	polyhydramnios	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
6eZEydPjWQ	cardiac arrest	EFO:0009492	cardiac arrest	EFO:0009492	cardiac arrest	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
GgTPFGDije	Abnormality of red blood cells	HP:0001877	Abnormal erythrocyte morphology	HP:0001877	abnormal erythrocyte morphology	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
3YJDkejQeN	Hypothermia	HP:0002045	Hypothermia	HP:0002045	hypothermia	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
At643vRpBs	Lymphadenopathy	HP:0002716	Lymphadenopathy	HP:0002716	lymphadenopathy	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
EhmUtNhx72	Abnormal findings in cerebrospinal fluid	HP:0002921	Abnormal cerebrospinal fluid morphology	HP:0002921	abnormality of the cerebrospinal fluid	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
EMZfo5vJPK	Glycosuria	HP:0003076	Glycosuria	HP:0003076	glycosuria	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
5M6MQ824N5	Abnormality of glycoprotein metabolism	MONDO:0045010	glycoprotein metabolism disease	HP:0004367	abnormality of glycoprotein metabolism	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
8amUKY8KW3	Abnormality of glycosaminoglycan metabolism	HP:0004371	Abnormality of glycosaminoglycan metabolism	HP:0004371	abnormality of glycosaminoglycan metabolism	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
Ek3ENnaevY	Congenital septal defect	MONDO:0002078	heart septal defect	HP:0001671	Abnormal cardiac septum morphology	Unrelated	FALSE	FALSE	TRUE	FALSE	FALSE				
4cCV5zQ6HT	Paroxysmal tachycardia	EFO:0009493	paroxysmal tachycardia	EFO:0009493	paroxysmal tachycardia	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
EwgejModV5	Congenital malformations of anterior segment of eye	HP:0004328	Abnormal anterior eye segment morphology	HP:0007700	Anterior segment developmental abnormality	More General	FALSE	FALSE	TRUE	FALSE	FALSE				
C4JxpsVbzE	Gynecomastia	HP:0000771	Gynecomastia	HP:0010313	breast hypertrophy	Sibling	FALSE	FALSE	TRUE	FALSE	FALSE				
DpFrEE4xvX	Polydactyly	MONDO:0021003	polydactyly	ORPHANET.ORDO:2913	polydactyly	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
bhb9KECBnM	Mixed and other personality disorders	HP:0012075	Personality disorder	HP:0012075	Personality disorder	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
9xxbarRmfJ	Acquired pure red cell aplasia	MONDO:0001705	pure red-cell aplasia	HP:0012410	Pure red cell aplasia	Unrelated	FALSE	FALSE	TRUE	FALSE	FALSE				
9Tg7EERvww	Chorioretinitis	MONDO:0004674	chorioretinitis	HP:0012424	chorioretinitis	Unrelated	FALSE	FALSE	TRUE	FALSE	FALSE				
A8mbfZZ3ax	Congenital malformations of larynx	MONDO:0019755	developmental defect during embryogenesis	HP:0025423	Abnormal larynx morphology	Unrelated	FALSE	FALSE	TRUE	FALSE	FALSE				
6HcVHAPHdY	Portal vein thrombosis	HP:0030242	Portal vein thrombosis	HP:0030242	portal vein thrombosis	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
HfA4V7utCS	Other congenital malformations of ear	EFO:0005269	congenital heart malformation	HP:0031703	Abnormal ear morphology	Unrelated	FALSE	FALSE	TRUE	FALSE	FALSE				
J3ymmMg4Kq	Eclampsia	HP:0100601	Eclampsia	HP:0100601	eclampsia	Same	FALSE	FALSE	FALSE	FALSE	FALSE				
75zfVh8Sqp	Other mosquito borne viral fevers	MONDO:0020601	mosquito-borne viral encephalitis	EFO:0009575	mosquito-borne hemorragic fever	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE				
EN2wPSwoQs	Fistulae involving female genital tract	EFO:0009524	female genital tract fistula	EFO:0009524	female genital tract fistula	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
E2ouGZ2qyj	Multiple gestation	EFO:0009576	multiple gestation	EFO:0009576	multiple gestation	Same	FALSE	FALSE	FALSE	FALSE	TRUE				
B3KYtBw9V6	Postpartum haemorrhage	EFO:0009579	postpartum hemorrhage	EFO:0009579	postpartum hemorrhage	Same	TRUE	FALSE	TRUE	FALSE	FALSE				
CdgXXJHyEU	Retained placenta and membranes without haemorrhage	MONDO:0004247	peptic ulcer disease	EFO:0009578	placental retention	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE				
As7HjBoCCy	Faecal incontinence	EFO:0009523	fecal incontinence	EFO:0009523	fecal incontinence	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
6WptTf3a5E	Disturbances of skin sensation	EFO:0009522	disturbance of skin sensation	EFO:0009522	disturbance of skin sensation	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
9wsrbvAAKK	Abnormal results of function studies	EFO:0009628	abnormal result of function studies	EFO:0009628		Same	FALSE	FALSE	FALSE	FALSE	FALSE				
B5aefUZScm	Injury of heart	EFO:0009506	heart injury	EFO:0009506	heart injury	Same	FALSE	FALSE	FALSE	FALSE	FALSE				
88zNRTj53i	Fractures involving multiple body regions	EFO:0009513	multiple bone fractures	EFO:0009513	multiple bone fractures	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
Bv684Ra7fg	Fracture of upper limb level unspecified	EFO:0009514	upper extremity fracture	EFO:0009514	upper extremity fracture	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
DiudSLL5MY	Fracture of lower limb level unspecified	EFO:0009512	lower extremity fracture	EFO:0009512	lower extremity fracture	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
JenguP6HJN	Other injuries of lower limb level unspecified	HP:0012514	Lower limb pain	EFO:0009508	leg injury	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
B7XDmzFM7K	Foreign body in alimentary tract	EFO:0009526	foreign body in gastrointestinal tract	EFO:0009526	foreign body in gastrointestinal tract	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
3rSg6Zpw54	Burns classified according to extent of body surface involved	EFO:0022196	body surface area	EFO:0009516	burn	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
4avkFiwqfz	Unspecified fall	EFO:0009631	fall	EFO:0009631		Same	FALSE	FALSE	FALSE	FALSE	TRUE				
4BTJTZP9ue	Routine general health check up of defined subpopulation	EFO:0009517	checkup	EFO:0009517	checkup	Same	FALSE	FALSE	FALSE	FALSE	TRUE				
FKUf8TdUmV	Contraceptive management	EFO:0009520	contraception	EFO:0009520	contraception	Same	FALSE	FALSE	FALSE	FALSE	TRUE				
FMgrU2zaR5	Prophylactic surgery	EFO:0009580	prophylactic surgery	EFO:0009580	prophylactic surgery	Same	FALSE	FALSE	FALSE	FALSE	TRUE				
G8dyCYkUaD	Care involving use of rehabilitation procedures	EFO:0009581	rehabilitation	EFO:0009581	rehabilitation	Same	FALSE	FALSE	FALSE	FALSE	TRUE				
A2gpkuJoWp	Disorders of mineral metabolism	EFO:0009556	mineral metabolism disease	EFO:0009556	mineral metabolism disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
3XGHkgnFw2	Other disorders of cornea	EFO:0009464	corneal disease	EFO:0009464	corneal disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
HaYfMfQfox	uremia	EFO:1001226	uremia	EFO:1002048	kidney failure	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE				
3aMphAGxN4	Oesophageal varices	EFO:0009545	esophageal varices	EFO:0009545	esophageal varices	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
DTfnVcFXUt	Disorders of autonomic nervous system	EFO:0009532	autonomic nervous system disease	EFO:0009532	autonomic nervous system disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
4eoB9nnnv4	marasmus	EFO:1001033	marasmus	EFO:0009563	protein energy malnutrition	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE				
AYhwCiAagW	Inflammatory disease of uterus except cervix	EFO:0009572	uterine inflammatory disease	EFO:0009572	uterine inflammatory disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
9vnRh9CStN	Disorders of trigeminal nerve	EFO:0009569	trigeminal nerve disease	EFO:0009569	trigeminal nerve disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
7HgKeHxpwa	Pulmonary valve disorders	EFO:0009564	pulmonary valve disease	EFO:0009564	pulmonary valve disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
EBM6vHsvje	Other disorders of tympanic membrane	EFO:0009570	tympanic membrane disease	EFO:0009570	tympanic membrane disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
7QJpxuP3Gb	Other diseases of oesophagus	EFO:0009544	esophageal disease	EFO:0009544	esophageal disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
BHXdApQKYU	Other inflammation of eyelid	EFO:0009536	blepharitis	EFO:0009536	blepharitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
KEGybmGUFM	Otitis externa	EFO:0009560	otitis externa	EFO:0009560	otitis externa	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
FqUGDGHTEe	Other diseases of biliary tract	EFO:0009534	biliary tract disease	EFO:0009534	biliary tract disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
FnbteVzLSH	Haemorrhoids	EFO:0009552	hemorrhoid	EFO:0009552	hemorrhoid	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
53dCWgiab9	HIV disease resulting in malignant neoplasms	MONDO:0004992	cancer	EFO:0009553	HIV-associated cancer	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE				
3vmGTG7Jba	Anaemia due to enzyme disorders	EFO:0009529	anemia due to enzyme disorder	EFO:0009529	anemia due to enzyme disorder	Same	TRUE	FALSE	TRUE	FALSE	FALSE				
EnhoJ8gTKD	Other disorders of peritoneum	EFO:0009541	disease of peritoneum	EFO:0009541	disease of peritoneum	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
