IRI	Label	Direct	Inherited
http://purl.obolibrary.org/obo/MONDO_0013016	leukocyte adhesion deficiency 3	0	0
http://purl.obolibrary.org/obo/MONDO_0013017	hypotrichosis 5	0	0
http://purl.obolibrary.org/obo/MONDO_0013021	sterile multifocal osteomyelitis with periostitis and pustulosis	0	0
http://purl.obolibrary.org/obo/MONDO_0013025	chromosome 6q24-q25 deletion syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0013026	subepithelial mucinous corneal dystrophy	0	0
http://purl.obolibrary.org/obo/MONDO_0013027	posterior amorphous corneal dystrophy	0	0
http://purl.obolibrary.org/obo/MONDO_0013028	adenosine monophosphate deaminase deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0013034	keratosis palmoplantaris striata 2	0	0
http://purl.obolibrary.org/obo/MONDO_0013035	orofaciodigital syndrome XI	0	0
http://purl.obolibrary.org/obo/MONDO_0013036	Zechi-Ceide syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0013038	CLOVES syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0013040	atypical hemolytic-uremic syndrome with MCP/CD46 anomaly	0	0
http://purl.obolibrary.org/obo/MONDO_0013041	atypical hemolytic-uremic syndrome with I factor anomaly	0	0
http://purl.obolibrary.org/obo/MONDO_0013042	atypical hemolytic-uremic syndrome with B factor anomaly	0	0
http://purl.obolibrary.org/obo/MONDO_0013043	atypical hemolytic-uremic syndrome with C3 anomaly	0	0
http://purl.obolibrary.org/obo/MONDO_0013044	atypical hemolytic-uremic syndrome with thrombomodulin anomaly	0	0
http://purl.obolibrary.org/obo/MONDO_0013046	glycogen storage disease due to muscle beta-enolase deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0013047	glycogen storage disease due to lactate dehydrogenase M-subunit deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0013049	DPM3-congenital disorder of glycosylation	0	0
http://purl.obolibrary.org/obo/MONDO_0013050	lethal polymalformative syndrome, Boissel type	0	0
http://purl.obolibrary.org/obo/MONDO_0013051	autosomal recessive cutis laxa type 2B	0	0
http://purl.obolibrary.org/obo/MONDO_0013053	microcephaly-facio-cardio-skeletal syndrome, Hadziselimovic type	0	0
http://purl.obolibrary.org/obo/MONDO_0013056	developmental and epileptic encephalopathy, 39	0	0
http://purl.obolibrary.org/obo/MONDO_0013058	cystic leukoencephalopathy without megalencephaly	0	0
http://purl.obolibrary.org/obo/MONDO_0013060	autosomal recessive Parkinson disease 14	0	0
http://purl.obolibrary.org/obo/MONDO_0013061	myofibrillar myopathy 6	0	0
http://purl.obolibrary.org/obo/MONDO_0013062	long QT syndrome 12	0	0
http://purl.obolibrary.org/obo/MONDO_0013066	46,XY sex reversal 3	0	0
http://purl.obolibrary.org/obo/MONDO_0013069	autosomal recessive optic atrophy, OPA7 type	0	0
http://purl.obolibrary.org/obo/MONDO_0013074	encephalocraniocutaneous lipomatosis	0	0
http://purl.obolibrary.org/obo/MONDO_0013081	lymphoproliferative syndrome 1	0	0
http://purl.obolibrary.org/obo/MONDO_0013082	Hirschsprung disease-ganglioneuroblastoma syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0013083	neuroblastoma, susceptibility to, 3	0	0
http://purl.obolibrary.org/obo/MONDO_0013090	chromosome 19q13.11 deletion syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0013092	glioma susceptibility 2	0	0
http://purl.obolibrary.org/obo/MONDO_0013093	glioma susceptibility 3	0	0
http://purl.obolibrary.org/obo/MONDO_0013110	neurodegenerative syndrome due to cerebral folate transport deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0013111	acute infantile liver failure due to synthesis defect of mtDNA-encoded proteins	0	0
http://purl.obolibrary.org/obo/MONDO_0013115	RIN2 syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0013116	congenital cataract-progressive muscular hypotonia-hearing loss-developmental delay syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0013117	progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 5	0	0
http://purl.obolibrary.org/obo/MONDO_0013118	Nijmegen breakage syndrome-like disorder	0	0
http://purl.obolibrary.org/obo/MONDO_0013125	CLAPO syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0013127	asphyxiating thoracic dystrophy 3	0	0
http://purl.obolibrary.org/obo/MONDO_0013128	familial juvenile hyperuricemic nephropathy type 2	0	0
http://purl.obolibrary.org/obo/MONDO_0013131	polycystic kidney disease 2	0	0
http://purl.obolibrary.org/obo/MONDO_0013132	hereditary spastic paraplegia 36	0	0
http://purl.obolibrary.org/obo/MONDO_0013136	hereditary hypotrichosis with recurrent skin vesicles	0	0
http://purl.obolibrary.org/obo/MONDO_0013139	neutropenia, severe congenital, 2, autosomal dominant	0	0
http://purl.obolibrary.org/obo/MONDO_0013143	hereditary thrombophilia due to congenital histidine-rich (poly-L) glycoprotein deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0013144	hereditary antithrombin deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0013150	parkinsonism-dystonia, infantile	0	0
http://purl.obolibrary.org/obo/MONDO_0013154	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A2	0	0
http://purl.obolibrary.org/obo/MONDO_0013155	muscular dystrophy-dystroglycanopathy (congenital with intellectual disability), type B3	0	0
http://purl.obolibrary.org/obo/MONDO_0013156	muscular dystrophy-dystroglycanopathy (congenital without intellectual disability), type B4	0	0
http://purl.obolibrary.org/obo/MONDO_0013157	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A5	0	0
http://purl.obolibrary.org/obo/MONDO_0013158	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A6	0	0
http://purl.obolibrary.org/obo/MONDO_0013159	muscular dystrophy-dystroglycanopathy (congenital with intellectual disability), type B1	0	0
http://purl.obolibrary.org/obo/MONDO_0013160	muscular dystrophy-dystroglycanopathy (congenital with intellectual disability), type B2	0	0
http://purl.obolibrary.org/obo/MONDO_0013161	autosomal recessive limb-girdle muscular dystrophy type 2O	0	0
http://purl.obolibrary.org/obo/MONDO_0013162	autosomal recessive limb-girdle muscular dystrophy type 2N	0	0
http://purl.obolibrary.org/obo/MONDO_0013164	beta-ureidopropionase deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0013165	hereditary spastic paraplegia 45	0	0
http://purl.obolibrary.org/obo/MONDO_0013166	GABA aminotransaminase deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0013169	chromosome 5p13 duplication syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0013170	cutis laxa with severe pulmonary, gastrointestinal and urinary anomalies	0	0
http://purl.obolibrary.org/obo/MONDO_0013171	purine nucleoside phosphorylase deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0013172	polymicrogyria with optic nerve hypoplasia	0	0
http://purl.obolibrary.org/obo/MONDO_0013173	intellectual disability, autosomal recessive 13	0	0
http://purl.obolibrary.org/obo/MONDO_0013176	Weill-Marchesani 4 syndrome, recessive	0	0
http://purl.obolibrary.org/obo/MONDO_0013177	congenital muscular dystrophy due to integrin alpha-7 deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0013178	congenital muscular dystrophy due to LMNA mutation	0	0
http://purl.obolibrary.org/obo/MONDO_0013179	hereditary spastic paraplegia 44	0	0
http://purl.obolibrary.org/obo/MONDO_0013182	chromosome 17p13.3 duplication syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0013184	congenital diarrhea 5 with tufting enteropathy	0	0
http://purl.obolibrary.org/obo/MONDO_0013187	factor XIII, A subunit, deficiency of	0	0
http://purl.obolibrary.org/obo/MONDO_0013189	trichotillomania	0	0
http://purl.obolibrary.org/obo/MONDO_0013195	hypertrophic cardiomyopathy 13	0	0
http://purl.obolibrary.org/obo/MONDO_0013196	Lynch syndrome 8	0	0
http://purl.obolibrary.org/obo/MONDO_0013208	cirrhosis - dystonia - polycythemia - hypermanganesemia syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0013212	Charcot-Marie-Tooth disease axonal type 2N	0	0
http://purl.obolibrary.org/obo/MONDO_0013214	bile acid malabsorption, primary, 1	0	0
http://purl.obolibrary.org/obo/MONDO_0013220	hemochromatosis type 2B	0	0
http://purl.obolibrary.org/obo/MONDO_0013222	Miyoshi muscular dystrophy 3	0	0
http://purl.obolibrary.org/obo/MONDO_0013223	autosomal recessive spondylometaphyseal dysplasia, Megarbane type	0	0
http://purl.obolibrary.org/obo/MONDO_0013225	congenital generalized lipodystrophy type 4	0	0
http://purl.obolibrary.org/obo/MONDO_0013226	combined immunodeficiency with faciooculoskeletal anomalies	0	0
http://purl.obolibrary.org/obo/MONDO_0013227	congenital plasminogen activator inhibitor type 1 deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0013228	spondylo-megaepiphyseal-metaphyseal dysplasia	0	0
http://purl.obolibrary.org/obo/MONDO_0013232	brachydactylous dwarfism, Mseleni type	0	0
http://purl.obolibrary.org/obo/MONDO_0013233	spondyloepimetaphyseal dysplasia, Handigodu type	0	0
http://purl.obolibrary.org/obo/MONDO_0013237	susceptibility to mononeuropathy of the median nerve, mild	0	0
http://purl.obolibrary.org/obo/MONDO_0013238	chromosome 17q23.1-q23.2 deletion syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0013239	hereditary spastic paraplegia 41	0	0
http://purl.obolibrary.org/obo/MONDO_0013241	spinocerebellar ataxia type 30	0	0
http://purl.obolibrary.org/obo/MONDO_0013245	syndromic multisystem autoimmune disease due to ITCH deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0013251	Birbeck granule deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0013252	Warsaw breakage syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0013254	microcephaly, seizures, and developmental delay	0	0
http://purl.obolibrary.org/obo/MONDO_0013256	chromosome 15q24 deletion syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0013267	distal 16p11.2 microdeletion syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0013268	frontonasal dysplasia with alopecia and genital anomaly	0	0
http://purl.obolibrary.org/obo/MONDO_0013271	frontonasal dysplasia - severe microphthalmia - severe facial clefting syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0013272	chromosome 14q11-q22 deletion syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0013273	chromosome 16p13.3 duplication syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0013275	hemolytic anemia due to glucophosphate isomerase deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0013276	Reynolds syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0013279	long QT syndrome 13	0	0
http://purl.obolibrary.org/obo/MONDO_0013281	COG4-congenital disorder of glycosylation	0	0
http://purl.obolibrary.org/obo/MONDO_0013282	alpha 1-antitrypsin deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0013284	immunodeficiency, common variable, 4	0	0
http://purl.obolibrary.org/obo/MONDO_0013286	immunodeficiency, common variable, 6	0	0
http://purl.obolibrary.org/obo/MONDO_0013291	glycogen storage disease XV	0	0
http://purl.obolibrary.org/obo/MONDO_0013292	chromosome 4q21 deletion syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0013296	myeloid neoplasm associated with FGFR1 rearrangement	0	0
http://purl.obolibrary.org/obo/MONDO_0013297	autosomal dominant limb-girdle muscular dystrophy type 1H	0	0
http://purl.obolibrary.org/obo/MONDO_0013298	chromosome 17q21.31 duplication syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0013299	chromosome 6q11-q14 deletion syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0013300	commissural facial cleft	0	0
http://purl.obolibrary.org/obo/MONDO_0013301	aromatase deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0013302	nephronophthisis 11	0	0
http://purl.obolibrary.org/obo/MONDO_0100517	PSAP-related sphingolipidosis	0	0
http://purl.obolibrary.org/obo/MONDO_0022752	chromosome 16p13.3 deletion syndrome	0	0
http://www.ebi.ac.uk/efo/EFO_1002022	Herpes simplex infection	2	0
http://purl.obolibrary.org/obo/MONDO_0020489	familial hyperreninemic hypoaldosteronism type 1	0	0
http://purl.obolibrary.org/obo/MONDO_0019623	hereditary angioedema	0	0
http://purl.obolibrary.org/obo/MONDO_0028226	autosomal recessive severe congenital neutropenia	0	0
http://purl.obolibrary.org/obo/MONDO_0019719	congenital anomaly of kidney and urinary tract	0	0
http://purl.obolibrary.org/obo/MONDO_0018162	neurometabolic disorder due to serine deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0020836	autism, susceptiblity to	0	0
http://purl.obolibrary.org/obo/MONDO_0016913	partial deletion of the long arm of chromosome 15	0	0
http://purl.obolibrary.org/obo/MONDO_0017845	spastic ataxia	0	0
http://purl.obolibrary.org/obo/MONDO_0700239	BEST1-related recessive retinopathy	0	0
http://purl.obolibrary.org/obo/MONDO_0016954	partial duplication of the long arm of chromosome 3	0	0
http://purl.obolibrary.org/obo/MONDO_0100147	SATB2 associated disorder	0	0
http://purl.obolibrary.org/obo/MONDO_0019144	hereditary thrombophilia due to congenital protein S deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0020587	factor XI deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0044744	prekallikrein deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0800470	TUBB4A-related neurologic disorder	0	0
http://purl.obolibrary.org/obo/MONDO_0022756	chromosome 1q deletion	0	0
http://purl.obolibrary.org/obo/MONDO_0016952	partial duplication of the long arm of chromosome 1	0	0
http://purl.obolibrary.org/obo/MONDO_0016542	immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0018050	tibial aplasia-ectrodactyly syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0100172	intellectual disability, autosomal dominant	0	0
http://purl.obolibrary.org/obo/MONDO_0016888	partial deletion of the short arm of chromosome 6	0	0
http://purl.obolibrary.org/obo/MONDO_0045018	creatine biosynthetic process disease	0	0
http://purl.obolibrary.org/obo/MONDO_0015695	combined immunodeficiency due to CRAC channel dysfunction	0	0
http://purl.obolibrary.org/obo/MONDO_0018631	Marie Unna hereditary hypotrichosis	0	0
http://purl.obolibrary.org/obo/MONDO_0016905	partial deletion of the long arm of chromosome 6	0	0
http://purl.obolibrary.org/obo/MONDO_0035290	atypical hemolytic uremic syndrome with complement gene abnormality	0	0
http://purl.obolibrary.org/obo/MONDO_0016527	glycogen storage disease due to lactate dehydrogenase deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0019573	autosomal recessive cutis laxa type 2	0	0
http://purl.obolibrary.org/obo/MONDO_0100455	neonatal-onset developmental and epileptic encephalopathy	0	0
http://purl.obolibrary.org/obo/MONDO_0017998	PLA2G6-associated neurodegeneration	0	0
http://purl.obolibrary.org/obo/MONDO_0018329	obsolete persistent combined dystonia	0	0
http://purl.obolibrary.org/obo/MONDO_0021440	benign neoplasm of skin	0	15
http://www.ebi.ac.uk/efo/EFO_1000728	lipomatosis	0	0
http://purl.obolibrary.org/obo/MONDO_0016536	obsolete autosomal recessive lymphoproliferative disease	0	0
http://purl.obolibrary.org/obo/MONDO_0016917	partial deletion of the long arm of chromosome 19	0	0
http://purl.obolibrary.org/obo/MONDO_0100242	glioma susceptibility	0	0
http://www.ebi.ac.uk/efo/EFO_0001380	hypopituitarism	1	0
http://purl.obolibrary.org/obo/MONDO_0019542	acute liver failure	0	0
http://purl.obolibrary.org/obo/MONDO_0700071	myopathy caused by variation in POMT2	0	0
http://purl.obolibrary.org/obo/MONDO_0017684	disorder of beta and omega amino acid metabolism	0	0
http://purl.obolibrary.org/obo/MONDO_0016942	partial trisomy/tetrasomy of the short arm of chromosome 5	0	0
http://purl.obolibrary.org/obo/MONDO_0018029	congenital factor XIII deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0017766	disorder of manganese transport	0	0
http://www.ebi.ac.uk/efo/EFO_1000681	congenital generalized lipodystrophy	0	0
http://purl.obolibrary.org/obo/MONDO_0016915	partial deletion of the long arm of chromosome 17	0	0
http://purl.obolibrary.org/obo/MONDO_0019126	obsolete intractable diarrhea of infancy	0	0
http://purl.obolibrary.org/obo/MONDO_0100314	GYG1-related disorder of glycogen metabolism	0	0
http://purl.obolibrary.org/obo/MONDO_0016903	partial deletion of the long arm of chromosome 4	0	0
http://purl.obolibrary.org/obo/MONDO_0015688	myeloid/lymphoid neoplasms associated with eosinophilia and abnormality of PDGFRA, PDGFRB, FGFR1 or JAK2	0	0
http://purl.obolibrary.org/obo/MONDO_0016967	partial duplication of the long arm of chromosome 17	0	0
http://purl.obolibrary.org/obo/MONDO_0019394	Senior-Boichis syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0013304	von Willebrand disease 2	0	0
http://purl.obolibrary.org/obo/MONDO_0013306	combined oxidative phosphorylation defect type 7	0	0
http://purl.obolibrary.org/obo/MONDO_0013308	CBL-related disorder	0	0
http://purl.obolibrary.org/obo/MONDO_0013310	congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0013311	ectodermal dysplasia-syndactyly syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0013313	ectodermal dysplasia-cutaneous syndactyly syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0013316	occult macular dystrophy	0	0
http://purl.obolibrary.org/obo/MONDO_0013317	torsade-de-pointes syndrome with short coupling interval	0	0
http://purl.obolibrary.org/obo/MONDO_0013318	early repolarization associated with ventricular fibrillation	0	0
http://purl.obolibrary.org/obo/MONDO_0013320	chromosome 16p12.2-p11.2 deletion syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0013324	lymphedema-posterior choanal atresia syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0013325	COG5-congenital disorder of glycosylation	0	0
http://purl.obolibrary.org/obo/MONDO_0013327	primary hyperoxaluria type 3	0	0
http://purl.obolibrary.org/obo/MONDO_0013329	familial clubfoot due to 17q23.1q23.2 microduplication	0	0
http://purl.obolibrary.org/obo/MONDO_0013334	cocoon syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0013336	chromosome 19p13.13 deletion syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0016897	partial deletion of the short arm of chromosome 19	0	0
http://purl.obolibrary.org/obo/MONDO_0013338	Charcot-Marie-Tooth disease recessive intermediate B	0	0
http://purl.obolibrary.org/obo/MONDO_0013341	methylmalonic acidemia due to transcobalamin receptor defect	0	0
http://purl.obolibrary.org/obo/MONDO_0013342	hereditary spastic paraplegia 48	0	0
http://purl.obolibrary.org/obo/MONDO_0013343	C1Q deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0015699	immunodeficiency due to a classical component pathway complement deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0013346	obsolete brain calcification, Rajab type	0	0
http://purl.obolibrary.org/obo/MONDO_0013349	ALG11-congenital disorder of glycosylation	0	0
http://purl.obolibrary.org/obo/MONDO_0013351	infantile cerebral and cerebellar atrophy with postnatal progressive microcephaly	0	0
http://purl.obolibrary.org/obo/MONDO_0013352	intellectual disability-severe speech delay-mild dysmorphism syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0013354	spastic ataxia 4	0	0
http://purl.obolibrary.org/obo/MONDO_0013355	congenital dyserythropoietic anemia type 4	0	0
http://purl.obolibrary.org/obo/MONDO_0013357	chromosome 17q11.2 deletion syndrome, 1.4Mb	0	0
http://purl.obolibrary.org/obo/MONDO_0018975	neurofibromatosis type 1	0	0
http://purl.obolibrary.org/obo/MONDO_0013359	familial hyperaldosteronism type III	0	0
http://purl.obolibrary.org/obo/MONDO_0013360	brachyolmia, Maroteaux type	0	0
http://purl.obolibrary.org/obo/MONDO_0013361	congenital prothrombin deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0024307	prothrombin deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0013362	THOC6-related developmental delay-microcephaly-facial dysmorphism syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0013363	chromosome 2q31.1 duplication syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0013364	Rubinstein-Taybi syndrome due to EP300 haploinsufficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0013368	mammary-digital-nail syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0013372	long QT syndrome 5	0	0
http://purl.obolibrary.org/obo/MONDO_0013378	orofacial cleft 10	0	0
http://purl.obolibrary.org/obo/MONDO_0013382	progressive demyelinating neuropathy with bilateral striatal necrosis	0	0
http://purl.obolibrary.org/obo/MONDO_0013389	developmental and epileptic encephalopathy, 12	0	0
http://purl.obolibrary.org/obo/MONDO_0017385	malignant migrating partial seizures of infancy	0	0
http://purl.obolibrary.org/obo/MONDO_0013390	autosomal recessive limb-girdle muscular dystrophy type 2Q	0	0
http://purl.obolibrary.org/obo/MONDO_0013391	sterol carrier protein 2 deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0013392	autosomal recessive spinocerebellar ataxia 10	0	0
http://purl.obolibrary.org/obo/MONDO_0013393	distal 7q11.23 microdeletion syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0013394	porencephaly-microcephaly-bilateral congenital cataract syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0013396	chromosome 1p32-p31 deletion syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0013400	Congenital adrenal insuffiency with 46, XY sex reversal OR 46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0013404	hypermethioninemia with deficiency of S-adenosylhomocysteine hydrolase	0	0
http://purl.obolibrary.org/obo/MONDO_0013408	FADD-related immunodeficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0013410	46,XY sex reversal 6	0	0
http://purl.obolibrary.org/obo/MONDO_0013411	cataract 16 multiple types	0	0
http://purl.obolibrary.org/obo/MONDO_0020379	early-onset zonular cataract	0	0
http://purl.obolibrary.org/obo/MONDO_0013415	chromosome 17p13.1 deletion syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0013417	complement component 3 deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0013419	complement component C1s deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0013421	type II complement component 8 deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0015700	immunodeficiency due to a late component of complement deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0013423	immunodeficiency due to MASP-2 deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0044209	disorder of lectin complement activation pathway	0	0
http://purl.obolibrary.org/obo/MONDO_0013424	3p- syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0016885	partial deletion of the short arm of chromosome 3	0	0
http://purl.obolibrary.org/obo/MONDO_0013426	aneurysm-osteoarthritis syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0018954	Loeys-Dietz syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0013427	immunodeficiency 31B	0	0
http://purl.obolibrary.org/obo/MONDO_0013439	congenital bile acid synthesis defect 3	0	0
http://purl.obolibrary.org/obo/MONDO_0013440	autosomal recessive limb-girdle muscular dystrophy type 2P	0	0
http://purl.obolibrary.org/obo/MONDO_0013452	multisystemic smooth muscle dysfunction syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0013456	constitutional megaloblastic anemia with severe neurologic disease	0	0
http://purl.obolibrary.org/obo/MONDO_0013458	hyperuricemia-pulmonary hypertension-renal failure-alkalosis syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0013461	inosine triphosphatase deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0013462	fucosyltransferase 6 deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0013464	episodic ataxia type 5	0	0
http://purl.obolibrary.org/obo/MONDO_0013467	immunodeficiency due to ficolin3 deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0013472	fatal infantile hypertonic myofibrillar myopathy	0	0
http://purl.obolibrary.org/obo/MONDO_0013474	hypertrophic cardiomyopathy 17	0	0
http://purl.obolibrary.org/obo/MONDO_0013476	hypertrophic cardiomyopathy 19	0	0
http://purl.obolibrary.org/obo/MONDO_0013477	hypertrophic cardiomyopathy 20	0	0
http://purl.obolibrary.org/obo/MONDO_0013478	PLIN1-related familial partial lipodystrophy	0	0
http://purl.obolibrary.org/obo/MONDO_0013481	chromosome 13q14 deletion syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0013483	obesity, hyperphagia, and developmental delay	0	0
http://purl.obolibrary.org/obo/MONDO_0013485	spinocerebellar ataxia type 35	0	0
http://purl.obolibrary.org/obo/MONDO_0013486	spinocerebellar ataxia type 32	0	0
http://purl.obolibrary.org/obo/MONDO_0013487	recurrent Neisseria infections due to factor D deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0013497	Okt4 epitope deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0013499	Fanconi anemia complementation group P	0	0
http://purl.obolibrary.org/obo/MONDO_0013500	immunodeficiency 51	0	0
http://purl.obolibrary.org/obo/MONDO_0013511	cyanosis, transient neonatal	0	0
http://purl.obolibrary.org/obo/MONDO_0013512	hemoglobin H disease	0	0
http://purl.obolibrary.org/obo/MONDO_0013517	beta-thalassemia HBB/LCRB	0	0
http://purl.obolibrary.org/obo/MONDO_0013521	dyskeratosis congenita, autosomal dominant 2	0	0
http://purl.obolibrary.org/obo/MONDO_0013522	dyskeratosis congenita, autosomal dominant 3	0	0
http://purl.obolibrary.org/obo/MONDO_0013523	Nestor-Guillermo progeria syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0013524	obsolete bleeding diathesis due to thromboxane synthesis deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0013526	progressive myoclonic epilepsy type 6	0	0
http://purl.obolibrary.org/obo/MONDO_0013531	PSPH deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0013532	protein Z deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0013533	hyperlipidemia due to hepatic triglyceride lipase deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0013534	apolipoprotein c-III deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0013536	heme oxygenase 1 deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0017754	inborn disorder of porphyrin metabolism	0	0
http://purl.obolibrary.org/obo/MONDO_0013539	hypotonia-failure to thrive-microcephaly syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0013540	deafness-lymphedema-leukemia syndrome	0	0
http://purl.obolibrary.org/obo/MONDO_0042982	GATA2 deficiency with susceptibility to MDS/AML	0	0
http://purl.obolibrary.org/obo/MONDO_0013541	complex cortical dysplasia with other brain malformations 1	0	0
http://purl.obolibrary.org/obo/MONDO_0013543	trypsinogen deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0013546	mitochondrial complex V (ATP synthase) deficiency nuclear type 2	0	0
http://purl.obolibrary.org/obo/MONDO_0013547	mitochondrial complex V (ATP synthase) deficiency nuclear type 3	0	0
http://purl.obolibrary.org/obo/MONDO_0013548	acetyl-CoA acetyltransferase-2 deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0013549	N-acetylaspartate deficiency	0	0
http://purl.obolibrary.org/obo/MONDO_0013550	distal myopathy with posterior leg and anterior hand involvement	0	0
http://purl.obolibrary.org/obo/MONDO_0013555	Hermansky-Pudlak syndrome 3	0	0
http://purl.obolibrary.org/obo/MONDO_0016502	Hermansky-Pudlak syndrome without pulmonary fibrosis	0	0
http://purl.obolibrary.org/obo/MONDO_0013559	Hermansky-Pudlak syndrome 7	0	0
