Source Term ID	Source Term	Mapped Term Label	Mapped Term IRI	Mapped Term CURIE	IS_DISEASE	IS_MEASUREMENT	IS_PHENOTYPE	IS_AMOUNT	IS_PROCESS
nnjqbQgpVV	Thyroiditis	thyroid disease	EFO:1000627	EFO:1000627	TRUE	FALSE	FALSE	FALSE	FALSE
izkRGhMeNg	Acute pancreatitis	acute pancreatitis	EFO:1000652	EFO:1000652	TRUE	FALSE	FALSE	FALSE	FALSE
U7vnj86BMT	Acanthosis nigricans	acanthosis nigricans	EFO:1000660	EFO:1000660	TRUE	FALSE	FALSE	FALSE	FALSE
K9qUMRxYsL	Allergic contact dermatitis	allergic contact dermatitis	EFO:1000668	EFO:1000668	TRUE	FALSE	FALSE	FALSE	FALSE
53dYiXP7yo	Cholesteatoma of middle ear	cholesteatoma of middle ear	EFO:1000678	EFO:1000678	TRUE	FALSE	FALSE	FALSE	FALSE
87YREuQ7UT	Erythema multiforme	erythema multiforme	EFO:1000694	EFO:1000694	TRUE	FALSE	FALSE	FALSE	FALSE
eB5xGRqEzD	Hyperhidrosis	hypohidrosis	EFO:1000712	EFO:1000712	TRUE	FALSE	FALSE	FALSE	FALSE
7QoZmmVkV5	Impetigo	impetigo	EFO:1000714	EFO:1000714	FALSE	FALSE	TRUE	FALSE	FALSE
zBFtwc3fr8	Irritant contact dermatitis	irritant dermatitis	EFO:1000718	EFO:1000718	TRUE	FALSE	FALSE	FALSE	FALSE
vZWyoUCbgj	Lichen planus	lichen planus	EFO:1000726	EFO:1000726	TRUE	FALSE	FALSE	FALSE	FALSE
XH3ZC23HGR	Parapsoriasis	parapsoriasis	EFO:1000747	EFO:1000747	TRUE	FALSE	FALSE	FALSE	FALSE
v7gyd3si7o	Pemphigus	pemphigus	EFO:1000749	EFO:1000749	TRUE	FALSE	FALSE	FALSE	FALSE
pSpq4Yk9e9	Pityriasis rosea	pityriasis rosea	EFO:1000756	EFO:1000756	TRUE	FALSE	FALSE	FALSE	FALSE
EcTyfZB3LN	Rosacea	rosacea	EFO:1000760	EFO:1000760	TRUE	FALSE	FALSE	FALSE	FALSE
D6nmgNa4L8	Seborrhoeic dermatitis	seborrheic dermatitis	EFO:1000764	EFO:1000764	TRUE	FALSE	FALSE	FALSE	FALSE
ube3Ag33hB	Atrophic disorders of skin	skin atrophy	EFO:1000766	EFO:1000766	TRUE	FALSE	FALSE	FALSE	FALSE
uZCx7b89yw	Coxarthrosis	osteoarthritis, hip	EFO:1000786	EFO:1000786	TRUE	FALSE	FALSE	FALSE	FALSE
HonGm9Mq2R	Coalworker s pneumoconiosis	anthracosis	EFO:1000814	EFO:1000814	TRUE	FALSE	FALSE	FALSE	FALSE
ggk5eoizZN	Ascorbic acid deficiency	ascorbic acid deficiency	EFO:1000822	EFO:1000822	TRUE	FALSE	FALSE	FALSE	FALSE
XmrdY2xamE	Bacterial meningitis	bacterial meningitis	EFO:1000831	EFO:1000831	TRUE	FALSE	FALSE	FALSE	FALSE
h8Tpw5WdmR	Dysplasia of cervix uteri	dysplasia of cervix	EFO:1000910	EFO:1000910	TRUE	FALSE	FALSE	FALSE	FALSE
bJXVJewHYC	Habitual aborter	habitual abortion	EFO:1000954	EFO:1000954	TRUE	FALSE	FALSE	FALSE	FALSE
J3rjb8ADdq	Other rickettsioses	rickettsiosis	EFO:1001162	EFO:1001162	TRUE	FALSE	FALSE	FALSE	FALSE
jd39qTJRRs	Secondary parkinsonism	secondary Parkinson disease	EFO:1001175	EFO:1001175	TRUE	FALSE	FALSE	FALSE	FALSE
XYDPcg4oRs	Viral meningitis	viral meningitis	EFO:1001236	EFO:1001236	TRUE	FALSE	FALSE	FALSE	FALSE
qkCNnikw6Y	Vitamin A deficiency	vitamin A deficiency	EFO:1001237	EFO:1001237	TRUE	FALSE	FALSE	FALSE	FALSE
4jg7kADKxL	Spontaneous abortion	spontaneous abortion	EFO:1001255	EFO:1001255	TRUE	FALSE	FALSE	FALSE	FALSE
mqFEoz2e6y	Unspecified renal colic	renal colic	EFO:1001412	EFO:1001412	FALSE	FALSE	TRUE	FALSE	FALSE
9pmsmF7RX2	Taeniasis	taeniasis	EFO:1001433	EFO:1001433	TRUE	FALSE	FALSE	FALSE	FALSE
6sopNAjo5n	Synovitis and tenosynovitis	tenosynovitis	EFO:1001435	EFO:1001435	TRUE	FALSE	FALSE	FALSE	FALSE
EWXtQpQzza	Schistosomiasis	schistosomiasis	EFO:1001475	EFO:1001475	TRUE	FALSE	FALSE	FALSE	FALSE
JWwk55ogHP	Unspecified abortion	abortion	EFO:1001491	EFO:1001491	TRUE	FALSE	FALSE	FALSE	FALSE
oyLfP7hxRN	Femoral hernia	femoral hernia	EFO:1001791	EFO:1001791	TRUE	FALSE	FALSE	FALSE	FALSE
NF6iWxt7BX	Ventral hernia	ventral hernia	EFO:1001866	EFO:1001866	FALSE	FALSE	TRUE	FALSE	FALSE
oFU4ZqqNWM	Amyloidosis	amyloidosis	EFO:1001875	EFO:1001875	TRUE	FALSE	FALSE	FALSE	FALSE
yuqJES9UyN	Cicatricial alopecia	cicatrical alopecia	EFO:1002028	EFO:1002028	TRUE	FALSE	FALSE	FALSE	FALSE
xm9dvbZ7F4	Other disorders of nervous system	nervous system disease	EFO:0000618	EFO:0000618	TRUE	FALSE	FALSE	FALSE	FALSE
adRB3JnxNr	Polyuria	polyuria	HP:0000103	HP:0000103	FALSE	FALSE	TRUE	FALSE	FALSE
CWSv4AWUqs	Pruritus	prutitus	HP:0000989	HP:0000989	FALSE	FALSE	TRUE	FALSE	FALSE
QmdUF2UHA5	Nausea and vomiting	nausea and vomiting	HP:0002017	HP:0002017	FALSE	FALSE	TRUE	FALSE	FALSE
fKbNWz3LhP	Peptic ulcer site unspecified	peptic ulcer	HP:0004398	HP:0004398	FALSE	FALSE	TRUE	FALSE	FALSE
6eSyohamPK	Erythema nodosum	erythema nodosum	HP:0012219	HP:0012219	FALSE	FALSE	TRUE	FALSE	FALSE
7qJKvrMkPo	Oesophagitis	esophagitis	HP:0100633	HP:0100633	TRUE	FALSE	TRUE	FALSE	FALSE
WZM589XFrA	Common variable immunodeficiency	common variable immunodeficiency	ORDO:1572	ORDO:1572	FALSE	FALSE	FALSE	FALSE	FALSE
nToHW4TJbw	Adrenogenital disorders	adrenogenital syndrome	ORDO:181412	ORDO:181412	FALSE	FALSE	FALSE	FALSE	FALSE
E2tXoxeTaN	Sickle cell disorders	sickle cell anemia	ORDO:232	ORDO:232	FALSE	FALSE	FALSE	FALSE	FALSE
dmwJF4oTuW	Congenital malformations of great veins	congenital anomaly of the great veins	ORDO:363189	ORDO:363189	FALSE	FALSE	FALSE	FALSE	FALSE
MRw2DvRTxr	Huntington s disease	Huntington disease	ORDO:399	ORDO:399	FALSE	FALSE	FALSE	FALSE	FALSE
RF6oqLHscP	Cystic fibrosis	cystic fibrosis	ORDO:586	ORDO:586	FALSE	FALSE	FALSE	FALSE	FALSE
vJQtNF3g8U	Hypertrichosis	Hypertrichosis	ORDO:79365	ORDO:79365	FALSE	FALSE	FALSE	FALSE	FALSE
r4LQ7QWKup	Sarcoidosis	sarcoidosis	ORDO:797	ORDO:797	FALSE	FALSE	FALSE	FALSE	FALSE
ssjbsxwfjD	Turner s syndrome	Turner syndrome	ORDO:881	ORDO:881	FALSE	FALSE	FALSE	FALSE	FALSE
SwMGbqEBuu	Congenital malformations of great arteries	congenital anomaly of the great arteries	ORDO:98724	ORDO:98724	FALSE	FALSE	FALSE	FALSE	FALSE
PvNt2NYZtp	Hereditary factor VIII deficiency	hemophilia A	ORDO:98878	ORDO:98878	FALSE	FALSE	FALSE	FALSE	FALSE
yEB5vpVU8Y	Hereditary factor IX deficiency	hemophilia B	ORDO:98879	ORDO:98879	FALSE	FALSE	FALSE	FALSE	FALSE
8VX82anjBZ	Keratitis	keratitis	EFO:0009449	EFO:0009449	TRUE	FALSE	FALSE	FALSE	FALSE
aCbYzqL5bp	Conjunctivitis	conjunctivitis	EFO:0009450	EFO:0009450	TRUE	FALSE	FALSE	FALSE	FALSE
vwW8gEu5SM	Hypoparathyroidism	hypoparathyroidism	EFO:0009451	EFO:0009451	TRUE	FALSE	FALSE	FALSE	FALSE
X8Qpfb8Ydj	Hyperaldosteronism	hyperaldosteonism	EFO:0009452	EFO:0009452	TRUE	FALSE	FALSE	FALSE	FALSE
nb5q5Tjffn	Hemiplegia	hemiplagia	EFO:0009453	EFO:0009453	TRUE	FALSE	FALSE	FALSE	FALSE
BgHPET5PYm	Gastric ulcer	gastric ulcer	EFO:0009454	EFO:0009454	TRUE	FALSE	TRUE	FALSE	FALSE
UocKMYJBxQ	Disorders of lacrimal system	lacrimal apparatus disease	EFO:0009455	EFO:0009455	TRUE	FALSE	FALSE	FALSE	FALSE
CHa2e5qTKt	Exfoliative dermatitis	exfoliative dermatitis	EFO:0009456	EFO:0009456	TRUE	FALSE	FALSE	FALSE	FALSE
tcWFoxvLpm	Apocrine sweat disorders	apocrine sweat gland disease	EFO:1002046	EFO:1002046	TRUE	FALSE	FALSE	FALSE	FALSE
N6yMDQ8H4H	Spotted fever	spotted fever	EFO:1002047	EFO:1002047	TRUE	FALSE	FALSE	FALSE	FALSE
xZzBkzULyL	Unspecified nephritic syndrome	nephritis	EFO:1002050	EFO:1002050	TRUE	FALSE	FALSE	FALSE	FALSE
ALmCGS9VMc	Facial nerve disorders	facial nerve disease	EFO:1002051	EFO:1002051	TRUE	FALSE	FALSE	FALSE	FALSE
zHh2F5jmTS	Essential primary hypertension	primary hypertension	EFO:1002032	EFO:1002032	FALSE	FALSE	FALSE	FALSE	FALSE
etUrbBpKme	Unspecified jaundice	jaundice	HP:0000952	HP:0000952	FALSE	FALSE	TRUE	FALSE	FALSE
ZBCfXviHJi	Iridocyclitis	iridocyclitis	HP:0001094	HP:0001094	FALSE	FALSE	TRUE	FALSE	FALSE
VxMHJ4p7R6	Hepatic failure	hepatic failure	HP:0001399	HP:0001399	FALSE	FALSE	TRUE	FALSE	FALSE
rYGd9udKmx	Umbilical hernia	umbilical hernia	HP:0001537	HP:0001537	FALSE	FALSE	TRUE	FALSE	FALSE
jsJiyXo4K9	Polyhydramnios	polyhydramnios	HP:0001561	HP:0001561	FALSE	FALSE	TRUE	FALSE	FALSE
yhazKRwPoL	cardiac arrest	cardiac arrest	EFO:0009492	EFO:0009492	TRUE	FALSE	FALSE	FALSE	FALSE
EhnXyy7kfL	Abnormality of red blood cells	abnormal erythrocyte morphology	HP:0001877	HP:0001877	FALSE	FALSE	TRUE	FALSE	FALSE
9Cr2ctCwNv	Hypothermia	hypothermia	HP:0002045	HP:0002045	FALSE	FALSE	TRUE	FALSE	FALSE
jqhEGKaQa2	Lymphadenopathy	lymphadenopathy	HP:0002716	HP:0002716	FALSE	FALSE	TRUE	FALSE	FALSE
bKKP8K9N5W	Abnormal findings in cerebrospinal fluid	abnormality of the cerebrospinal fluid	HP:0002921	HP:0002921	FALSE	FALSE	TRUE	FALSE	FALSE
dDm7vJyDMB	Glycosuria	glycosuria	HP:0003076	HP:0003076	FALSE	FALSE	TRUE	FALSE	FALSE
8aNomSb2TB	Abnormality of glycoprotein metabolism	abnormality of glycoprotein metabolism	HP:0004367	HP:0004367	FALSE	FALSE	FALSE	FALSE	FALSE
9zCPNX6kDu	Abnormality of glycosaminoglycan metabolism	abnormality of glycosaminoglycan metabolism	HP:0004371	HP:0004371	FALSE	FALSE	TRUE	FALSE	FALSE
FS7nWkWBLD	Congenital septal defect	Abnormal cardiac septum morphology	HP:0001671	HP:0001671	FALSE	FALSE	TRUE	FALSE	FALSE
EwA3DrgHwf	Paroxysmal tachycardia	paroxysmal tachycardia	EFO:0009493	EFO:0009493	TRUE	FALSE	FALSE	FALSE	FALSE
aBvfbLRWV9	Congenital malformations of anterior segment of eye	Anterior segment developmental abnormality	HP:0007700	HP:0007700	FALSE	FALSE	TRUE	FALSE	FALSE
Pod6iFJF5w	Gynecomastia	breast hypertrophy	HP:0010313	HP:0010313	FALSE	FALSE	TRUE	FALSE	FALSE
Ws5JSEcqDc	Polydactyly	polydactyly	ORDO:2913	ORDO:2913	FALSE	FALSE	FALSE	FALSE	FALSE
J2S5Q7M2sX	Mixed and other personality disorders	Personality disorder	HP:0012075	HP:0012075	FALSE	FALSE	TRUE	FALSE	FALSE
hRru3JBBCk	Acquired pure red cell aplasia	Pure red cell aplasia	HP:0012410	HP:0012410	FALSE	FALSE	TRUE	FALSE	FALSE
bDYiKtA5sJ	Chorioretinitis	chorioretinitis	HP:0012424	HP:0012424	FALSE	FALSE	TRUE	FALSE	FALSE
bLs7udbpDZ	Congenital malformations of larynx	Abnormal larynx morphology	HP:0025423	HP:0025423	FALSE	FALSE	TRUE	FALSE	FALSE
bzvZXnAA6Q	Portal vein thrombosis	portal vein thrombosis	HP:0030242	HP:0030242	FALSE	FALSE	TRUE	FALSE	FALSE
CzUjgfJR3p	Other congenital malformations of ear	Abnormal ear morphology	HP:0031703	HP:0031703	FALSE	FALSE	TRUE	FALSE	FALSE
UPsY4t3mBp	Eclampsia	eclampsia	HP:0100601	HP:0100601	FALSE	FALSE	FALSE	FALSE	FALSE
8mvNQyyjdK	Other mosquito borne viral fevers	mosquito-borne hemorragic fever	EFO:0009575	EFO:0009575	TRUE	FALSE	FALSE	FALSE	FALSE
U6ZYuJfhCj	Fistulae involving female genital tract	female genital tract fistula	EFO:0009524	EFO:0009524	TRUE	FALSE	FALSE	FALSE	FALSE
Z2Kr354f5E	Multiple gestation	multiple gestation	EFO:0009576	EFO:0009576	FALSE	FALSE	FALSE	FALSE	TRUE
JkKGdUUT8x	Postpartum haemorrhage	postpartum hemorrhage	EFO:0009579	EFO:0009579	TRUE	FALSE	TRUE	FALSE	FALSE
ryuoqF83BB	Retained placenta and membranes without haemorrhage	placental retention	EFO:0009578	EFO:0009578	TRUE	FALSE	FALSE	FALSE	FALSE
4BmTAtyHgB	Faecal incontinence	fecal incontinence	EFO:0009523	EFO:0009523	TRUE	FALSE	FALSE	FALSE	FALSE
RQ9LXMAGpm	Disturbances of skin sensation	disturbance of skin sensation	EFO:0009522	EFO:0009522	TRUE	FALSE	FALSE	FALSE	FALSE
3SagjFMRGs	Abnormal results of function studies		EFO:0009628	EFO:0009628	FALSE	FALSE	FALSE	FALSE	FALSE
n7u2fHP5i6	Injury of heart	heart injury	EFO:0009506	EFO:0009506	FALSE	FALSE	FALSE	FALSE	FALSE
bWFmBZshWY	Fractures involving multiple body regions	multiple bone fractures	EFO:0009513	EFO:0009513	TRUE	FALSE	FALSE	FALSE	FALSE
fVuE4Biscf	Fracture of upper limb level unspecified	upper extremity fracture	EFO:0009514	EFO:0009514	TRUE	FALSE	FALSE	FALSE	FALSE
4Qy5ebfzfJ	Fracture of lower limb level unspecified	lower extremity fracture	EFO:0009512	EFO:0009512	TRUE	FALSE	FALSE	FALSE	FALSE
6LxBgD8Uqn	Other injuries of lower limb level unspecified	leg injury	EFO:0009508	EFO:0009508	FALSE	FALSE	FALSE	FALSE	FALSE
meKLjqpmeL	Foreign body in alimentary tract	foreign body in gastrointestinal tract	EFO:0009526	EFO:0009526	TRUE	FALSE	FALSE	FALSE	FALSE
oMmL6m8yn2	Burns classified according to extent of body surface involved	burn	EFO:0009516	EFO:0009516	FALSE	FALSE	FALSE	FALSE	FALSE
rxLZNt97jG	Unspecified fall		EFO:0009631	EFO:0009631	FALSE	FALSE	FALSE	FALSE	TRUE
dRETjkgc82	Routine general health check up of defined subpopulation	checkup	EFO:0009517	EFO:0009517	FALSE	FALSE	FALSE	FALSE	TRUE
huqSrthVFx	Contraceptive management	contraception	EFO:0009520	EFO:0009520	FALSE	FALSE	FALSE	FALSE	TRUE
mmEY5y36MQ	Prophylactic surgery	prophylactic surgery	EFO:0009580	EFO:0009580	FALSE	FALSE	FALSE	FALSE	TRUE
uL3UTmuot7	Care involving use of rehabilitation procedures	rehabilitation	EFO:0009581	EFO:0009581	FALSE	FALSE	FALSE	FALSE	TRUE
nL7tpGX2Zj	Disorders of mineral metabolism	mineral metabolism disease	EFO:0009556	EFO:0009556	TRUE	FALSE	FALSE	FALSE	FALSE
GUPtA9HCVS	Other disorders of cornea	corneal disease	EFO:0009464	EFO:0009464	TRUE	FALSE	FALSE	FALSE	FALSE
4HywpKVeWc	uremia	kidney failure	EFO:1002048	EFO:1002048	TRUE	FALSE	FALSE	FALSE	FALSE
Whivf53yiz	Oesophageal varices	esophageal varices	EFO:0009545	EFO:0009545	TRUE	FALSE	FALSE	FALSE	FALSE
pmAuukB7yU	Disorders of autonomic nervous system	autonomic nervous system disease	EFO:0009532	EFO:0009532	TRUE	FALSE	FALSE	FALSE	FALSE
828587enHs	marasmus	protein energy malnutrition	EFO:0009563	EFO:0009563	TRUE	FALSE	FALSE	FALSE	FALSE
HyTifXVJBH	Inflammatory disease of uterus except cervix	uterine inflammatory disease	EFO:0009572	EFO:0009572	TRUE	FALSE	FALSE	FALSE	FALSE
8evRiSASoJ	Disorders of trigeminal nerve	trigeminal nerve disease	EFO:0009569	EFO:0009569	TRUE	FALSE	FALSE	FALSE	FALSE
Xki9KoxYBQ	Pulmonary valve disorders	pulmonary valve disease	EFO:0009564	EFO:0009564	TRUE	FALSE	FALSE	FALSE	FALSE
xV2KortyHs	Other disorders of tympanic membrane	tympanic membrane disease	EFO:0009570	EFO:0009570	TRUE	FALSE	FALSE	FALSE	FALSE
XYfAeUCQfq	Other diseases of oesophagus	esophageal disease	EFO:0009544	EFO:0009544	TRUE	FALSE	FALSE	FALSE	FALSE
StqvvsvRgu	Other inflammation of eyelid	blepharitis	EFO:0009536	EFO:0009536	TRUE	FALSE	FALSE	FALSE	FALSE
2SPBDJMd9Z	Otitis externa	otitis externa	EFO:0009560	EFO:0009560	TRUE	FALSE	FALSE	FALSE	FALSE
G5NkvyL9vo	Other diseases of biliary tract	biliary tract disease	EFO:0009534	EFO:0009534	TRUE	FALSE	FALSE	FALSE	FALSE
Z5YnrhxMyB	Haemorrhoids	hemorrhoid	EFO:0009552	EFO:0009552	TRUE	FALSE	FALSE	FALSE	FALSE
TqbjVbSXjZ	HIV disease resulting in malignant neoplasms	HIV-associated cancer	EFO:0009553	EFO:0009553	TRUE	FALSE	FALSE	FALSE	FALSE
fMQ9vDXxaV	Anaemia due to enzyme disorders	anemia due to enzyme disorder	EFO:0009529	EFO:0009529	TRUE	FALSE	TRUE	FALSE	FALSE
RyLqqkxkrn	Other disorders of peritoneum	disease of peritoneum	EFO:0009541	EFO:0009541	TRUE	FALSE	FALSE	FALSE	FALSE
hfK23vsjfd	Other headache syndromes	headache disorder	EFO:0009550	EFO:0009550	TRUE	FALSE	FALSE	FALSE	FALSE
mCMLHykbah	Unspecified intestinal parasitism	parasitic intestinal disease	EFO:0009561	EFO:0009561	TRUE	FALSE	FALSE	FALSE	FALSE
u4F5annsth	Nerve root and plexus disorders	nerve plexus disease	EFO:0009559	EFO:0009559	TRUE	FALSE	FALSE	FALSE	FALSE
c2NCyfiJU8	Other diseases of appendix	disorder of appendix	EFO:0009542	EFO:0009542	TRUE	FALSE	FALSE	FALSE	FALSE
YiFed6aZaB	Small kidney of unknown cause	small kidney	EFO:0009471	EFO:0009471	FALSE	FALSE	TRUE	FALSE	FALSE
mRSJRV32dH	Perforation of tympanic membrane	tympanic membrane perforation	EFO:0009472	EFO:0009472	FALSE	FALSE	TRUE	FALSE	FALSE
vCjgGUpcEX	Other spirochaetal infections	Spirochaetales Infections	EFO:0009567	EFO:0009567	TRUE	FALSE	FALSE	FALSE	FALSE
PZpmj6ggfo	Disturbances of smell and taste	disturbances of sensation of smell and taste	EFO:0009543	EFO:0009543	FALSE	FALSE	TRUE	FALSE	FALSE
ufrYLRpAjE	Other diseases of jaws	jaw disease	EFO:0009468	EFO:0009468	TRUE	FALSE	FALSE	FALSE	FALSE
E2DMfVpRtX	Diseases of Bartholin s gland	Bartholin's gland disease	EFO:0009469	EFO:0009469	TRUE	FALSE	FALSE	FALSE	FALSE
uSpcQFDSmH	Waist circumference	waist circumference	EFO:0004342	EFO:0004342	FALSE	TRUE	FALSE	FALSE	FALSE
LrqSdbjxnL	Hip circumference	hip circumference	EFO:0005093	EFO:0005093	FALSE	TRUE	FALSE	FALSE	FALSE
2py4exb5bp	Standing height	body height	EFO:0004339	EFO:0004339	FALSE	TRUE	FALSE	FALSE	FALSE
r94D83yvYU	Sleep duration	sleep duration	EFO:0005271	EFO:0005271	FALSE	TRUE	FALSE	FALSE	FALSE
3uJWRJofuy	Morning/evening person (chronotype)	chronotype measurement	EFO:0008328	EFO:0008328	FALSE	TRUE	FALSE	FALSE	FALSE
mxCqnBRwLY	Sleeplessness / insomnia	insomnia	EFO:0004698	EFO:0004698	TRUE	FALSE	FALSE	FALSE	FALSE
4T72oo99QL	Snoring	snoring measurement	EFO:0008341	EFO:0008341	FALSE	TRUE	FALSE	FALSE	FALSE
pbu3grQhAp	Alcohol intake frequency.	alcohol consumption measurement	EFO:0007878	EFO:0007878	FALSE	TRUE	FALSE	FALSE	FALSE
z7iXy7mCfT	Mood swings	mood swings	HP:0000720	HP:0000720	FALSE	FALSE	FALSE	FALSE	FALSE
8Gd7JLkBPD	Irritability	irritability	HP:0000737	HP:0000737	FALSE	FALSE	TRUE	FALSE	FALSE
Tf6w4Bafka	Loneliness, isolation	loneliness measurement	EFO:0007865	EFO:0007865	FALSE	TRUE	FALSE	FALSE	FALSE
yS74VmxrnV	Frequency of tiredness / lethargy in last 2 weeks	tiredness measurement	EFO:0007946	EFO:0007946	FALSE	TRUE	FALSE	FALSE	FALSE
DWsR5rv6di	Hearing difficulty/problems with background noise	hearing loss	EFO:0004238	EFO:0004238	TRUE	FALSE	FALSE	FALSE	FALSE
ezkVjsLhY9	Chest pain or discomfort	chest pain	HP:0100749	HP:0100749	FALSE	FALSE	TRUE	FALSE	FALSE
ADt6jk9twB	Relative age voice broke	age at voice drop	EFO:0007888	EFO:0007888	FALSE	TRUE	FALSE	FALSE	FALSE
UHHXYoUnX3	Age when periods started (menarche)	age at menarche	EFO:0004703	EFO:0004703	FALSE	TRUE	FALSE	FALSE	FALSE
uYoQ5LFQGG	Had menopause	menopause	EFO:0003922	EFO:0003922	FALSE	FALSE	TRUE	FALSE	FALSE
sinF9jX88v	Forced vital capacity (FVC)	vital capacity	EFO:0004312	EFO:0004312	FALSE	TRUE	FALSE	FALSE	FALSE
un8iQ9WmfN	Length of menstrual cycle	menstrual cycle measurement	EFO:0007786	EFO:0007786	FALSE	TRUE	FALSE	FALSE	FALSE
LRwgeog6uw	Stomach/abdominal pain for 3+ months	pain in abdomen	EFO:0003766	EFO:0003766	FALSE	FALSE	FALSE	FALSE	FALSE
N7vrquapo3	Gestational diabetes only	gestational diabetes	EFO:0004593	EFO:0004593	TRUE	FALSE	FALSE	FALSE	FALSE
3axyJn8bd4	Diastolic blood pressure, automated reading	diastolic blood pressure	EFO:0006336	EFO:0006336	FALSE	TRUE	FALSE	FALSE	FALSE
Wr6Ry7kPpU	Systolic blood pressure, automated reading	systolic blood pressure	EFO:0006335	EFO:0006335	FALSE	TRUE	FALSE	FALSE	FALSE
8wzSi9rSow	Pulse rate	heart rate	EFO:0004326	EFO:0004326	FALSE	TRUE	FALSE	FALSE	FALSE
LmSHnueaMZ	Maximum heart rate during fitness test	heart rate response to exercise	EFO:0009184	EFO:0009184	FALSE	TRUE	FALSE	FALSE	FALSE
jJkm6gKT3C	Fluid intelligence score	intelligence	EFO:0004337	EFO:0004337	FALSE	FALSE	FALSE	FALSE	TRUE
ioAJqA5u2P	Birth weight	birth weight	EFO:0004344	EFO:0004344	FALSE	TRUE	FALSE	FALSE	FALSE
DJosHUjFQX	Bipolar disorder status	bipolar disorder	EFO:0000289	EFO:0000289	FALSE	FALSE	FALSE	FALSE	FALSE
sYKjdTzL7B	Neuroticism score	neuroticism measurement	EFO:0007660	EFO:0007660	FALSE	TRUE	FALSE	FALSE	FALSE
wpN7eNBspF	Forced vital capacity (FVC), Best measure	vital capacity	EFO:0004312	EFO:0004312	FALSE	TRUE	FALSE	FALSE	FALSE
it8UnnQ9M3	Body mass index (BMI)	body mass index	EFO:0004340	EFO:0004340	FALSE	TRUE	FALSE	FALSE	FALSE
Un3w4a3oXq	Weight	body weight	EFO:0004338	EFO:0004338	FALSE	TRUE	FALSE	FALSE	FALSE
Y5hh9LRgek	Pulse wave Arterial Stiffness index	arterial stiffness measurement	EFO:0004517	EFO:0004517	FALSE	TRUE	FALSE	FALSE	FALSE
KENh6JHgUR	hayfever or allergic rhinitis	seasonal allergic rhinitis	EFO:0003956	EFO:0003956	TRUE	FALSE	FALSE	FALSE	FALSE
BPiKM2XUVG	asthma	asthma	EFO:0000270	EFO:0000270	FALSE	FALSE	FALSE	FALSE	FALSE
SHyLKcxTAJ	emphysema	emphysema	EFO:0000464	EFO:0000464	TRUE	FALSE	FALSE	FALSE	FALSE
VFPz3MhMiG	chronic bronchitis	chronic bronchitis	EFO:0006505	EFO:0006505	TRUE	FALSE	FALSE	FALSE	FALSE
r4ePcP4TJF	COPD (chronic obstructive pulmonary disease)	chronic obstructive pulmonary disease	EFO:0000341	EFO:0000341	TRUE	FALSE	FALSE	FALSE	FALSE
dETDrRCaUN	sarcoidosis	sarcoidosis	ORDO:797	ORDO:797	FALSE	FALSE	FALSE	FALSE	FALSE
QAaR9xGNEh	bronchiectasis	bronchiectasis	HP:0002110	HP:0002110	FALSE	FALSE	TRUE	FALSE	FALSE
3VrocK8qLF	idiopathic pulmonary fibrosis	idiopathic pulmonary fibrosis	EFO:0000768	EFO:0000768	TRUE	FALSE	FALSE	FALSE	FALSE
4DRaAeLuGW	tuberculosis	tuberculosis	ORDO:3389	ORDO:3389	FALSE	FALSE	FALSE	FALSE	FALSE
uQwzP3r6Jn	Body fat percentage	body fat percentage	EFO:0007800	EFO:0007800	FALSE	TRUE	FALSE	FALSE	FALSE
aHV2pBBN9k	Whole body fat mass	fat body mass	EFO:0005409	EFO:0005409	FALSE	TRUE	FALSE	FALSE	FALSE
JKxrotGnRj	Whole body fat-free mass	lean body mass	EFO:0004995	EFO:0004995	FALSE	TRUE	FALSE	FALSE	FALSE
8jvioXQcPX	Basal metabolic rate	base metabolic rate measurement	EFO:0007777	EFO:0007777	FALSE	TRUE	FALSE	FALSE	FALSE
c52wbDxmxf	Potassium in urine	abnormal urine potassium concentration	HP:0012598	HP:0012598	FALSE	FALSE	TRUE	FALSE	FALSE
6T7jwoYPtb	Sodium in urine	abnormal urine sodium concentration	HP:0012603	HP:0012603	FALSE	FALSE	TRUE	FALSE	FALSE
XpBBWX6xk7	Age at death	age at death	EFO:0005056	EFO:0005056	FALSE	TRUE	FALSE	FALSE	FALSE
cMsjqpAxyp	cancer of lip/mouth/pharynx/oral cavity	oral cavity cancer	EFO:0005570	EFO:0005570	TRUE	FALSE	FALSE	FALSE	FALSE
PkCFSuCSez	rectal cancer	rectal cancer	EFO:1000657	EFO:1000657	TRUE	FALSE	FALSE	FALSE	FALSE
wfHjsT4asQ	lymphoma	lymphoma	EFO:0000574	EFO:0000574	TRUE	FALSE	FALSE	FALSE	FALSE
gL7UCyqGf9	leukaemia	leukemia	EFO:0000565	EFO:0000565	TRUE	FALSE	FALSE	FALSE	FALSE
LjjzScZLZu	multiple myeloma	multiple myeloma	EFO:0001378	EFO:0001378	TRUE	FALSE	FALSE	FALSE	FALSE
2jES5jqLaT	hodgkins lymphoma / hodgkins disease	Hodgkins lymphoma	EFO:0000183	EFO:0000183	TRUE	FALSE	FALSE	FALSE	FALSE
2XM3bL7szz	non-hodgkins lymphoma	non-Hodgkins lymphoma	EFO:0005952	EFO:0005952	TRUE	FALSE	FALSE	FALSE	FALSE
